InvoiceID,ClientID,ClientName,Industry,ServiceType,Consultant,HoursWorked,HourlyRate,InvoiceAmount,InvoiceDate,DueDate,PaymentStatus,City,RevenuePerHour,PaymentDelay
201090,5845,Client_791,Retail,Bookkeeping,Consultant_3,19,350,6650,2026-01-17T00:00:00Z,2026-05-30T00:00:00Z,Paid,Pretoria,350,133
201091,8097,Client_227,Finance,Bookkeeping,Consultant_11,6,500,3000,2026-01-25T00:00:00Z,2026-06-18T00:00:00Z,Paid,Cape Town,500,144
201092,8441,Client_284,Tech,Bookkeeping,Consultant_8,7,350,2450,2026-03-03T00:00:00Z,2026-05-28T00:00:00Z,Paid,Durban,350,86
201093,6964,Client_230,Tech,Bookkeeping,Consultant_17,18,350,6300,2026-02-06T00:00:00Z,2026-06-01T00:00:00Z,Paid,Johannesburg,350,115
201094,8035,Client_689,Manufacturing,Advisory,Consultant_27,13,350,4550,2026-01-26T00:00:00Z,2026-04-28T00:00:00Z,Paid,Cape Town,350,92
201095,6621,Client_106,Retail,Consulting,Consultant_14,9,450,4050,2026-03-04T00:00:00Z,2026-05-13T00:00:00Z,Unpaid,Cape Town,450,70
201096,8931,Client_549,Healthcare,Data Analysis,Consultant_14,16,450,7200,2026-03-02T00:00:00Z,2026-05-09T00:00:00Z,Paid,Pretoria,450,68
201097,5484,Client_271,Healthcare,Data Analysis,Consultant_14,7,350,2450,2026-02-07T00:00:00Z,2026-05-03T00:00:00Z,Unpaid,Johannesburg,350,85
201098,7223,Client_335,Tech,Bookkeeping,Consultant_10,7,500,3500,2026-01-20T00:00:00Z,2026-06-02T00:00:00Z,Unpaid,Cape Town,500,133
201099,5786,Client_732,Tech,Advisory,Consultant_7,13,500,6500,2026-01-28T00:00:00Z,2026-05-26T00:00:00Z,Unpaid,Durban,500,118
201100,5337,Client_252,Manufacturing,Advisory,Consultant_4,17,450,7650,2026-02-04T00:00:00Z,2026-04-23T00:00:00Z,Paid,Cape Town,450,78
201101,8782,Client_266,Tech,Bookkeeping,Consultant_9,13,450,5850,2026-01-05T00:00:00Z,2026-04-01T00:00:00Z,Paid,Cape Town,450,86
201102,6228,Client_213,Healthcare,Data Analysis,Consultant_15,17,600,10200,2026-03-20T00:00:00Z,2026-05-15T00:00:00Z,Paid,Pretoria,600,56
201103,8411,Client_195,Finance,Bookkeeping,Consultant_8,11,500,5500,2026-02-24T00:00:00Z,2026-06-12T00:00:00Z,Paid,Johannesburg,500,108
201104,7602,Client_71,Manufacturing,Advisory,Consultant_3,12,600,7200,2026-03-18T00:00:00Z,2026-04-16T00:00:00Z,Paid,Cape Town,600,29
201105,8092,Client_269,Retail,Consulting,Consultant_9,11,500,5500,2026-03-20T00:00:00Z,2026-06-11T00:00:00Z,Paid,Cape Town,500,83
201106,5776,Client_799,Finance,Bookkeeping,Consultant_5,19,600,11400,2026-01-30T00:00:00Z,2026-04-13T00:00:00Z,Unpaid,Cape Town,600,73
201107,5410,Client_781,Retail,Consulting,Consultant_10,16,600,9600,2026-03-31T00:00:00Z,2026-06-11T00:00:00Z,Unpaid,Durban,600,72
201108,7077,Client_73,Tech,Bookkeeping,Consultant_28,5,500,2500,2026-01-14T00:00:00Z,2026-06-01T00:00:00Z,Unpaid,Cape Town,500,138
201109,5435,Client_676,Retail,Consulting,Consultant_11,7,350,2450,2026-01-21T00:00:00Z,2026-05-20T00:00:00Z,Unpaid,Durban,350,119
201110,8102,Client_499,Manufacturing,Consulting,Consultant_1,12,350,4200,2026-01-29T00:00:00Z,2026-04-30T00:00:00Z,Paid,Cape Town,350,91
201111,5896,Client_37,Tech,Advisory,Consultant_22,8,600,4800,2026-02-16T00:00:00Z,2026-05-12T00:00:00Z,Paid,Pretoria,600,85
201112,5364,Client_358,Manufacturing,Consulting,Consultant_16,8,600,4800,2026-01-24T00:00:00Z,2026-05-30T00:00:00Z,Paid,Cape Town,600,126
201113,5866,Client_471,Finance,Data Analysis,Consultant_8,11,350,3850,2026-02-17T00:00:00Z,2026-04-06T00:00:00Z,Unpaid,Cape Town,350,48
201114,8378,Client_138,Healthcare,Data Analysis,Consultant_4,6,500,3000,2026-03-10T00:00:00Z,2026-06-08T00:00:00Z,Unpaid,Cape Town,500,90
201115,6840,Client_586,Manufacturing,Bookkeeping,Consultant_13,10,500,5000,2026-03-20T00:00:00Z,2026-04-07T00:00:00Z,Unpaid,Pretoria,500,18
201116,8406,Client_127,Manufacturing,Bookkeeping,Consultant_10,18,350,6300,2026-02-04T00:00:00Z,2026-04-29T00:00:00Z,Paid,Durban,350,84
201117,8664,Client_125,Tech,Bookkeeping,Consultant_2,19,450,8550,2026-02-12T00:00:00Z,2026-05-10T00:00:00Z,Unpaid,Durban,450,87
201118,8713,Client_65,Finance,Advisory,Consultant_29,5,350,1750,2026-01-02T00:00:00Z,2026-06-03T00:00:00Z,Unpaid,Pretoria,350,152
201119,8386,Client_289,Tech,Data Analysis,Consultant_5,6,600,3600,2026-01-10T00:00:00Z,2026-04-18T00:00:00Z,Paid,Durban,600,98
201120,5602,Client_795,Tech,Data Analysis,Consultant_12,14,500,7000,2026-03-10T00:00:00Z,2026-06-23T00:00:00Z,Unpaid,Cape Town,500,105
201121,6306,Client_458,Retail,Data Analysis,Consultant_16,12,450,5400,2026-02-21T00:00:00Z,2026-06-26T00:00:00Z,Paid,Pretoria,450,125
201122,5507,Client_631,Retail,Advisory,Consultant_18,20,500,10000,2026-02-05T00:00:00Z,2026-04-07T00:00:00Z,Unpaid,Durban,500,61
201123,8795,Client_208,Tech,Data Analysis,Consultant_7,7,350,2450,2026-03-11T00:00:00Z,2026-04-20T00:00:00Z,Paid,Cape Town,350,40
201124,7257,Client_480,Manufacturing,Advisory,Consultant_15,8,500,4000,2026-02-17T00:00:00Z,2026-05-15T00:00:00Z,Paid,Durban,500,87
201125,5638,Client_81,Healthcare,Consulting,Consultant_24,9,600,5400,2026-03-18T00:00:00Z,2026-04-25T00:00:00Z,Paid,Durban,600,38
201126,8471,Client_313,Healthcare,Consulting,Consultant_10,20,350,7000,2026-01-06T00:00:00Z,2026-06-11T00:00:00Z,Unpaid,Johannesburg,350,156
201127,5266,Client_151,Tech,Bookkeeping,Consultant_24,11,350,3850,2026-01-19T00:00:00Z,2026-04-16T00:00:00Z,Paid,Pretoria,350,87
201128,6429,Client_712,Retail,Data Analysis,Consultant_21,11,600,6600,2026-02-22T00:00:00Z,2026-04-20T00:00:00Z,Unpaid,Cape Town,600,57
201129,5977,Client_297,Tech,Advisory,Consultant_13,6,350,2100,2026-01-31T00:00:00Z,2026-05-08T00:00:00Z,Paid,Durban,350,97
201130,5258,Client_771,Manufacturing,Bookkeeping,Consultant_6,15,350,5250,2026-01-15T00:00:00Z,2026-05-23T00:00:00Z,Paid,Durban,350,128
201131,7592,Client_491,Retail,Bookkeeping,Consultant_5,19,600,11400,2026-02-26T00:00:00Z,2026-06-13T00:00:00Z,Paid,Johannesburg,600,107
201132,5760,Client_190,Finance,Advisory,Consultant_16,8,350,2800,2026-03-25T00:00:00Z,2026-06-02T00:00:00Z,Unpaid,Pretoria,350,69
201133,5984,Client_514,Finance,Bookkeeping,Consultant_28,6,450,2700,2026-02-24T00:00:00Z,2026-06-29T00:00:00Z,Unpaid,Johannesburg,450,125
201134,8856,Client_118,Manufacturing,Data Analysis,Consultant_28,9,600,5400,2026-03-14T00:00:00Z,2026-06-14T00:00:00Z,Unpaid,Durban,600,92
201135,8423,Client_91,Manufacturing,Bookkeeping,Consultant_29,17,350,5950,2026-03-05T00:00:00Z,2026-06-12T00:00:00Z,Unpaid,Cape Town,350,99
201136,6313,Client_177,Manufacturing,Bookkeeping,Consultant_19,6,350,2100,2026-03-04T00:00:00Z,2026-04-26T00:00:00Z,Unpaid,Johannesburg,350,53
201137,7147,Client_499,Retail,Bookkeeping,Consultant_23,17,500,8500,2026-03-06T00:00:00Z,2026-04-05T00:00:00Z,Paid,Pretoria,500,30
201138,8818,Client_204,Manufacturing,Consulting,Consultant_12,20,600,12000,2026-03-02T00:00:00Z,2026-06-13T00:00:00Z,Unpaid,Durban,600,103
201139,7208,Client_235,Finance,Consulting,Consultant_4,20,500,10000,2026-01-01T00:00:00Z,2026-06-16T00:00:00Z,Paid,Cape Town,500,166
201140,7205,Client_19,Manufacturing,Consulting,Consultant_28,8,450,3600,2026-01-12T00:00:00Z,2026-06-11T00:00:00Z,Unpaid,Durban,450,150
201141,7150,Client_417,Retail,Consulting,Consultant_2,15,600,9000,2026-02-19T00:00:00Z,2026-05-01T00:00:00Z,Paid,Durban,600,71
201142,7649,Client_321,Finance,Bookkeeping,Consultant_8,6,600,3600,2026-01-13T00:00:00Z,2026-06-08T00:00:00Z,Paid,Pretoria,600,146
201143,7016,Client_219,Manufacturing,Data Analysis,Consultant_13,11,350,3850,2026-01-08T00:00:00Z,2026-05-29T00:00:00Z,Unpaid,Cape Town,350,141
201144,6292,Client_101,Retail,Bookkeeping,Consultant_24,5,450,2250,2026-02-20T00:00:00Z,2026-05-11T00:00:00Z,Unpaid,Durban,450,80
201145,5945,Client_690,Retail,Advisory,Consultant_19,15,450,6750,2026-02-02T00:00:00Z,2026-05-07T00:00:00Z,Unpaid,Cape Town,450,94
201146,6967,Client_75,Retail,Advisory,Consultant_30,8,600,4800,2026-01-10T00:00:00Z,2026-04-06T00:00:00Z,Paid,Cape Town,600,86
201147,6896,Client_560,Manufacturing,Advisory,Consultant_10,8,350,2800,2026-03-12T00:00:00Z,2026-05-16T00:00:00Z,Unpaid,Cape Town,350,65
201148,7217,Client_184,Healthcare,Bookkeeping,Consultant_20,16,450,7200,2026-03-12T00:00:00Z,2026-06-07T00:00:00Z,Unpaid,Cape Town,450,87
201149,5069,Client_727,Manufacturing,Bookkeeping,Consultant_22,9,450,4050,2026-01-15T00:00:00Z,2026-04-23T00:00:00Z,Unpaid,Johannesburg,450,98
201150,6228,Client_398,Finance,Bookkeeping,Consultant_1,6,450,2700,2026-01-17T00:00:00Z,2026-04-08T00:00:00Z,Paid,Cape Town,450,81
201151,5582,Client_101,Tech,Consulting,Consultant_7,5,600,3000,2026-01-11T00:00:00Z,2026-06-03T00:00:00Z,Paid,Cape Town,600,143
201152,5385,Client_368,Tech,Bookkeeping,Consultant_20,19,350,6650,2026-01-19T00:00:00Z,2026-05-22T00:00:00Z,Paid,Cape Town,350,123
201153,7325,Client_7,Healthcare,Data Analysis,Consultant_23,12,600,7200,2026-03-03T00:00:00Z,2026-04-09T00:00:00Z,Unpaid,Pretoria,600,37
201154,8417,Client_498,Retail,Advisory,Consultant_16,5,600,3000,2026-02-26T00:00:00Z,2026-06-10T00:00:00Z,Paid,Cape Town,600,104
201155,5035,Client_419,Manufacturing,Bookkeeping,Consultant_6,6,450,2700,2026-03-30T00:00:00Z,2026-05-08T00:00:00Z,Paid,Johannesburg,450,39
201156,7079,Client_271,Healthcare,Consulting,Consultant_1,19,450,8550,2026-01-06T00:00:00Z,2026-05-01T00:00:00Z,Paid,Cape Town,450,115
201157,6760,Client_462,Healthcare,Data Analysis,Consultant_27,19,600,11400,2026-03-06T00:00:00Z,2026-04-02T00:00:00Z,Paid,Cape Town,600,27
201158,5637,Client_63,Finance,Bookkeeping,Consultant_17,6,450,2700,2026-03-12T00:00:00Z,2026-04-26T00:00:00Z,Unpaid,Durban,450,45
201159,5946,Client_454,Finance,Consulting,Consultant_17,7,600,4200,2026-03-12T00:00:00Z,2026-06-21T00:00:00Z,Paid,Pretoria,600,101
201160,6004,Client_522,Finance,Data Analysis,Consultant_19,13,600,7800,2026-02-24T00:00:00Z,2026-05-17T00:00:00Z,Paid,Johannesburg,600,82
201161,7857,Client_362,Manufacturing,Consulting,Consultant_15,10,450,4500,2026-01-03T00:00:00Z,2026-04-05T00:00:00Z,Unpaid,Cape Town,450,92
201162,8656,Client_464,Finance,Consulting,Consultant_12,17,450,7650,2026-03-08T00:00:00Z,2026-05-16T00:00:00Z,Unpaid,Cape Town,450,69
201163,5722,Client_2,Retail,Data Analysis,Consultant_4,11,500,5500,2026-01-26T00:00:00Z,2026-04-01T00:00:00Z,Unpaid,Cape Town,500,65
201164,8787,Client_48,Retail,Bookkeeping,Consultant_10,7,500,3500,2026-01-03T00:00:00Z,2026-05-13T00:00:00Z,Paid,Cape Town,500,130
201165,5339,Client_445,Manufacturing,Consulting,Consultant_20,20,450,9000,2026-03-14T00:00:00Z,2026-05-06T00:00:00Z,Paid,Cape Town,450,53
201166,8579,Client_71,Finance,Advisory,Consultant_16,17,500,8500,2026-03-25T00:00:00Z,2026-04-28T00:00:00Z,Paid,Cape Town,500,34
201167,8917,Client_162,Manufacturing,Consulting,Consultant_4,19,450,8550,2026-02-06T00:00:00Z,2026-06-12T00:00:00Z,Unpaid,Cape Town,450,126
201168,8594,Client_304,Retail,Consulting,Consultant_21,10,600,6000,2026-03-06T00:00:00Z,2026-06-17T00:00:00Z,Paid,Cape Town,600,103
201169,5219,Client_518,Healthcare,Consulting,Consultant_21,16,450,7200,2026-01-27T00:00:00Z,2026-06-05T00:00:00Z,Paid,Pretoria,450,129
201170,8960,Client_638,Retail,Bookkeeping,Consultant_23,19,600,11400,2026-03-27T00:00:00Z,2026-05-08T00:00:00Z,Unpaid,Cape Town,600,42
201171,6708,Client_278,Finance,Consulting,Consultant_14,18,350,6300,2026-02-24T00:00:00Z,2026-04-19T00:00:00Z,Unpaid,Johannesburg,350,54
201172,7519,Client_226,Healthcare,Data Analysis,Consultant_7,17,600,10200,2026-01-21T00:00:00Z,2026-05-02T00:00:00Z,Paid,Cape Town,600,101
201173,6011,Client_375,Healthcare,Consulting,Consultant_4,5,450,2250,2026-03-26T00:00:00Z,2026-06-13T00:00:00Z,Unpaid,Cape Town,450,79
201174,8240,Client_12,Healthcare,Data Analysis,Consultant_23,15,600,9000,2026-02-14T00:00:00Z,2026-04-25T00:00:00Z,Unpaid,Cape Town,600,70
201175,7934,Client_21,Finance,Data Analysis,Consultant_9,12,450,5400,2026-02-13T00:00:00Z,2026-04-28T00:00:00Z,Paid,Pretoria,450,74
201176,6681,Client_655,Manufacturing,Advisory,Consultant_15,15,500,7500,2026-01-25T00:00:00Z,2026-04-08T00:00:00Z,Unpaid,Pretoria,500,73
201177,7166,Client_338,Finance,Advisory,Consultant_7,6,500,3000,2026-02-06T00:00:00Z,2026-04-02T00:00:00Z,Paid,Cape Town,500,55
201178,5103,Client_174,Finance,Data Analysis,Consultant_24,5,350,1750,2026-02-26T00:00:00Z,2026-04-17T00:00:00Z,Paid,Pretoria,350,50
201179,8525,Client_372,Finance,Data Analysis,Consultant_23,6,500,3000,2026-03-16T00:00:00Z,2026-04-21T00:00:00Z,Unpaid,Cape Town,500,36
201180,7559,Client_556,Healthcare,Bookkeeping,Consultant_28,12,450,5400,2026-02-11T00:00:00Z,2026-06-19T00:00:00Z,Paid,Durban,450,128
201181,5717,Client_54,Retail,Advisory,Consultant_14,10,500,5000,2026-02-20T00:00:00Z,2026-04-06T00:00:00Z,Paid,Durban,500,45
201182,8451,Client_400,Retail,Consulting,Consultant_3,19,500,9500,2026-01-18T00:00:00Z,2026-05-05T00:00:00Z,Paid,Pretoria,500,107
201183,5625,Client_769,Retail,Bookkeeping,Consultant_22,11,450,4950,2026-02-06T00:00:00Z,2026-05-04T00:00:00Z,Unpaid,Cape Town,450,87
201184,6568,Client_500,Manufacturing,Bookkeeping,Consultant_12,18,350,6300,2026-03-31T00:00:00Z,2026-05-30T00:00:00Z,Unpaid,Pretoria,350,60
201185,7201,Client_97,Manufacturing,Advisory,Consultant_28,7,450,3150,2026-01-26T00:00:00Z,2026-06-19T00:00:00Z,Unpaid,Cape Town,450,144
201186,5047,Client_70,Manufacturing,Advisory,Consultant_3,5,350,1750,2026-01-03T00:00:00Z,2026-06-13T00:00:00Z,Paid,Durban,350,161
201187,7584,Client_452,Finance,Data Analysis,Consultant_28,12,600,7200,2026-02-16T00:00:00Z,2026-06-06T00:00:00Z,Unpaid,Cape Town,600,110
201188,8163,Client_58,Healthcare,Consulting,Consultant_15,17,350,5950,2026-03-24T00:00:00Z,2026-06-10T00:00:00Z,Unpaid,Cape Town,350,78
201189,5607,Client_321,Healthcare,Consulting,Consultant_30,9,450,4050,2026-01-03T00:00:00Z,2026-05-22T00:00:00Z,Unpaid,Cape Town,450,139
201190,7251,Client_583,Manufacturing,Consulting,Consultant_26,7,350,2450,2026-03-22T00:00:00Z,2026-06-22T00:00:00Z,Unpaid,Cape Town,350,92
201191,7586,Client_772,Healthcare,Consulting,Consultant_2,9,600,5400,2026-01-18T00:00:00Z,2026-05-24T00:00:00Z,Paid,Cape Town,600,126
201192,6133,Client_12,Tech,Bookkeeping,Consultant_21,9,600,5400,2026-02-16T00:00:00Z,2026-06-22T00:00:00Z,Paid,Johannesburg,600,126
201193,7848,Client_344,Retail,Advisory,Consultant_12,15,600,9000,2026-03-26T00:00:00Z,2026-04-13T00:00:00Z,Unpaid,Pretoria,600,18
201194,6963,Client_699,Finance,Bookkeeping,Consultant_17,8,450,3600,2026-01-04T00:00:00Z,2026-04-14T00:00:00Z,Paid,Durban,450,100
201195,6896,Client_34,Retail,Bookkeeping,Consultant_5,9,600,5400,2026-02-02T00:00:00Z,2026-04-30T00:00:00Z,Unpaid,Cape Town,600,87
201196,7104,Client_269,Finance,Advisory,Consultant_7,8,350,2800,2026-03-25T00:00:00Z,2026-06-21T00:00:00Z,Paid,Pretoria,350,88
201197,7346,Client_504,Tech,Advisory,Consultant_10,10,600,6000,2026-03-09T00:00:00Z,2026-04-08T00:00:00Z,Paid,Johannesburg,600,30
201198,6949,Client_177,Retail,Bookkeeping,Consultant_26,12,450,5400,2026-02-04T00:00:00Z,2026-05-08T00:00:00Z,Paid,Pretoria,450,93
201199,5237,Client_100,Manufacturing,Consulting,Consultant_11,15,450,6750,2026-03-16T00:00:00Z,2026-05-24T00:00:00Z,Unpaid,Durban,450,69
201200,6611,Client_504,Manufacturing,Bookkeeping,Consultant_13,6,600,3600,2026-03-24T00:00:00Z,2026-04-10T00:00:00Z,Paid,Cape Town,600,17
201201,7570,Client_17,Healthcare,Data Analysis,Consultant_2,18,600,10800,2026-01-16T00:00:00Z,2026-05-10T00:00:00Z,Unpaid,Cape Town,600,114
201202,5974,Client_32,Retail,Data Analysis,Consultant_14,15,450,6750,2026-03-18T00:00:00Z,2026-04-21T00:00:00Z,Unpaid,Cape Town,450,34
201203,8565,Client_559,Manufacturing,Bookkeeping,Consultant_24,16,600,9600,2026-01-11T00:00:00Z,2026-04-04T00:00:00Z,Unpaid,Johannesburg,600,83
201204,8799,Client_191,Healthcare,Data Analysis,Consultant_26,10,350,3500,2026-03-24T00:00:00Z,2026-04-24T00:00:00Z,Paid,Durban,350,31
201205,7896,Client_597,Healthcare,Bookkeeping,Consultant_23,10,350,3500,2026-01-12T00:00:00Z,2026-04-14T00:00:00Z,Paid,Johannesburg,350,92
201206,7497,Client_628,Manufacturing,Consulting,Consultant_29,7,350,2450,2026-01-24T00:00:00Z,2026-06-11T00:00:00Z,Unpaid,Durban,350,138
201207,8568,Client_331,Tech,Data Analysis,Consultant_19,17,500,8500,2026-02-06T00:00:00Z,2026-05-10T00:00:00Z,Paid,Cape Town,500,93
201208,8906,Client_19,Healthcare,Consulting,Consultant_2,11,350,3850,2026-02-18T00:00:00Z,2026-04-02T00:00:00Z,Unpaid,Pretoria,350,43
201209,5566,Client_56,Healthcare,Consulting,Consultant_22,17,350,5950,2026-02-16T00:00:00Z,2026-06-25T00:00:00Z,Paid,Durban,350,129
201210,5777,Client_595,Manufacturing,Advisory,Consultant_6,16,500,8000,2026-02-07T00:00:00Z,2026-06-27T00:00:00Z,Unpaid,Cape Town,500,140
201211,5880,Client_692,Finance,Consulting,Consultant_7,12,350,4200,2026-02-23T00:00:00Z,2026-05-23T00:00:00Z,Unpaid,Durban,350,89
201212,7670,Client_489,Healthcare,Bookkeeping,Consultant_26,8,500,4000,2026-03-22T00:00:00Z,2026-06-18T00:00:00Z,Paid,Johannesburg,500,88
201213,6020,Client_47,Healthcare,Consulting,Consultant_16,8,500,4000,2026-03-03T00:00:00Z,2026-04-26T00:00:00Z,Unpaid,Durban,500,54
201214,5574,Client_536,Retail,Data Analysis,Consultant_8,12,600,7200,2026-01-13T00:00:00Z,2026-06-03T00:00:00Z,Paid,Pretoria,600,141
201215,6950,Client_150,Retail,Consulting,Consultant_12,19,350,6650,2026-01-06T00:00:00Z,2026-05-30T00:00:00Z,Paid,Cape Town,350,144
201216,5521,Client_8,Retail,Advisory,Consultant_6,8,450,3600,2026-01-26T00:00:00Z,2026-05-08T00:00:00Z,Paid,Johannesburg,450,102
201217,5477,Client_467,Retail,Consulting,Consultant_1,5,350,1750,2026-02-17T00:00:00Z,2026-05-08T00:00:00Z,Unpaid,Durban,350,80
201218,5521,Client_404,Retail,Bookkeeping,Consultant_27,11,350,3850,2026-02-05T00:00:00Z,2026-05-28T00:00:00Z,Paid,Durban,350,112
201219,8669,Client_194,Finance,Advisory,Consultant_26,7,600,4200,2026-02-13T00:00:00Z,2026-05-11T00:00:00Z,Paid,Pretoria,600,87
201220,8339,Client_500,Manufacturing,Data Analysis,Consultant_2,18,350,6300,2026-01-16T00:00:00Z,2026-05-23T00:00:00Z,Paid,Cape Town,350,127
201221,6596,Client_799,Healthcare,Data Analysis,Consultant_13,13,350,4550,2026-03-19T00:00:00Z,2026-06-04T00:00:00Z,Unpaid,Cape Town,350,77
201222,6787,Client_24,Retail,Advisory,Consultant_23,8,350,2800,2026-01-30T00:00:00Z,2026-04-12T00:00:00Z,Paid,Johannesburg,350,72
201223,5042,Client_697,Tech,Advisory,Consultant_12,15,600,9000,2026-01-08T00:00:00Z,2026-06-13T00:00:00Z,Paid,Cape Town,600,156
201224,5989,Client_624,Retail,Data Analysis,Consultant_11,12,600,7200,2026-01-06T00:00:00Z,2026-04-08T00:00:00Z,Unpaid,Cape Town,600,92
201225,6989,Client_82,Tech,Bookkeeping,Consultant_26,14,500,7000,2026-01-29T00:00:00Z,2026-05-08T00:00:00Z,Unpaid,Pretoria,500,99
201226,6179,Client_676,Manufacturing,Advisory,Consultant_9,14,450,6300,2026-03-09T00:00:00Z,2026-04-15T00:00:00Z,Paid,Cape Town,450,37
201227,5765,Client_488,Manufacturing,Consulting,Consultant_15,14,500,7000,2026-03-21T00:00:00Z,2026-05-02T00:00:00Z,Unpaid,Cape Town,500,42
201228,5518,Client_437,Healthcare,Bookkeeping,Consultant_2,13,600,7800,2026-03-29T00:00:00Z,2026-06-16T00:00:00Z,Unpaid,Pretoria,600,79
201229,7375,Client_742,Retail,Advisory,Consultant_8,17,500,8500,2026-03-17T00:00:00Z,2026-04-20T00:00:00Z,Paid,Cape Town,500,34
201230,5257,Client_512,Finance,Data Analysis,Consultant_5,12,450,5400,2026-02-12T00:00:00Z,2026-06-12T00:00:00Z,Unpaid,Cape Town,450,120
201231,5485,Client_55,Manufacturing,Data Analysis,Consultant_18,20,500,10000,2026-01-26T00:00:00Z,2026-06-27T00:00:00Z,Unpaid,Cape Town,500,152
201232,8225,Client_772,Manufacturing,Bookkeeping,Consultant_24,16,350,5600,2026-01-07T00:00:00Z,2026-06-20T00:00:00Z,Paid,Johannesburg,350,164
201233,8079,Client_322,Healthcare,Data Analysis,Consultant_10,19,600,11400,2026-01-27T00:00:00Z,2026-05-02T00:00:00Z,Unpaid,Pretoria,600,95
201234,6938,Client_767,Healthcare,Data Analysis,Consultant_29,20,450,9000,2026-02-19T00:00:00Z,2026-04-03T00:00:00Z,Unpaid,Cape Town,450,43
201235,8485,Client_681,Manufacturing,Advisory,Consultant_21,11,350,3850,2026-02-02T00:00:00Z,2026-06-17T00:00:00Z,Unpaid,Cape Town,350,135
201236,7331,Client_588,Retail,Bookkeeping,Consultant_10,12,450,5400,2026-02-17T00:00:00Z,2026-05-17T00:00:00Z,Unpaid,Cape Town,450,89
201237,5641,Client_297,Tech,Bookkeeping,Consultant_4,5,350,1750,2026-03-01T00:00:00Z,2026-05-10T00:00:00Z,Paid,Pretoria,350,70
201238,7571,Client_562,Tech,Data Analysis,Consultant_15,15,600,9000,2026-01-26T00:00:00Z,2026-06-17T00:00:00Z,Paid,Pretoria,600,142
201239,5642,Client_753,Manufacturing,Bookkeeping,Consultant_10,19,350,6650,2026-01-31T00:00:00Z,2026-05-25T00:00:00Z,Unpaid,Johannesburg,350,114
201240,8439,Client_510,Healthcare,Advisory,Consultant_8,13,600,7800,2026-02-18T00:00:00Z,2026-05-28T00:00:00Z,Unpaid,Pretoria,600,99
201241,8810,Client_676,Retail,Advisory,Consultant_26,12,600,7200,2026-01-29T00:00:00Z,2026-04-20T00:00:00Z,Paid,Johannesburg,600,81
201242,6393,Client_138,Retail,Consulting,Consultant_19,8,350,2800,2026-03-27T00:00:00Z,2026-05-21T00:00:00Z,Paid,Cape Town,350,55
201243,7294,Client_743,Manufacturing,Bookkeeping,Consultant_28,10,450,4500,2026-01-25T00:00:00Z,2026-04-20T00:00:00Z,Unpaid,Johannesburg,450,85
201244,8613,Client_151,Healthcare,Advisory,Consultant_4,14,450,6300,2026-01-26T00:00:00Z,2026-05-09T00:00:00Z,Paid,Cape Town,450,103
201245,7466,Client_746,Tech,Data Analysis,Consultant_20,18,600,10800,2026-02-01T00:00:00Z,2026-04-07T00:00:00Z,Paid,Cape Town,600,65
201246,6755,Client_618,Healthcare,Consulting,Consultant_3,17,600,10200,2026-01-21T00:00:00Z,2026-05-03T00:00:00Z,Paid,Cape Town,600,102
201247,8961,Client_361,Tech,Data Analysis,Consultant_7,12,450,5400,2026-01-04T00:00:00Z,2026-04-24T00:00:00Z,Unpaid,Cape Town,450,110
201248,5467,Client_776,Healthcare,Advisory,Consultant_30,15,350,5250,2026-03-31T00:00:00Z,2026-06-04T00:00:00Z,Paid,Cape Town,350,65
201249,5597,Client_209,Healthcare,Bookkeeping,Consultant_3,14,500,7000,2026-01-24T00:00:00Z,2026-04-22T00:00:00Z,Unpaid,Johannesburg,500,88
201250,6606,Client_648,Healthcare,Consulting,Consultant_18,8,500,4000,2026-01-22T00:00:00Z,2026-05-17T00:00:00Z,Paid,Johannesburg,500,115
201251,7335,Client_183,Manufacturing,Data Analysis,Consultant_6,15,600,9000,2026-03-09T00:00:00Z,2026-06-16T00:00:00Z,Unpaid,Cape Town,600,99
201252,8189,Client_213,Finance,Data Analysis,Consultant_5,17,500,8500,2026-02-23T00:00:00Z,2026-06-20T00:00:00Z,Unpaid,Durban,500,117
201253,8685,Client_519,Tech,Consulting,Consultant_26,20,350,7000,2026-02-07T00:00:00Z,2026-05-28T00:00:00Z,Paid,Durban,350,110
201254,5943,Client_487,Healthcare,Bookkeeping,Consultant_4,7,350,2450,2026-02-17T00:00:00Z,2026-05-23T00:00:00Z,Paid,Cape Town,350,95
201255,8059,Client_73,Finance,Advisory,Consultant_27,17,350,5950,2026-02-20T00:00:00Z,2026-04-08T00:00:00Z,Paid,Cape Town,350,47
201256,7175,Client_137,Manufacturing,Consulting,Consultant_6,18,600,10800,2026-01-04T00:00:00Z,2026-04-03T00:00:00Z,Unpaid,Durban,600,89
201257,6493,Client_274,Healthcare,Bookkeeping,Consultant_2,6,450,2700,2026-01-21T00:00:00Z,2026-06-05T00:00:00Z,Paid,Pretoria,450,135
201258,8431,Client_89,Retail,Advisory,Consultant_9,20,500,10000,2026-01-01T00:00:00Z,2026-05-28T00:00:00Z,Paid,Johannesburg,500,147
201259,5685,Client_673,Tech,Consulting,Consultant_21,7,450,3150,2026-01-04T00:00:00Z,2026-05-07T00:00:00Z,Unpaid,Durban,450,123
201260,6230,Client_285,Retail,Advisory,Consultant_12,20,600,12000,2026-02-18T00:00:00Z,2026-06-17T00:00:00Z,Paid,Durban,600,119
