TransactionID,Date,Account,Type,Category,Subcategory,Amount,VendorClient,Description,PaymentMethod,Department,City,Month
300922,2026-03-25T00:00:00Z,Card,Income,Travel,Travel Sub,7477,Entity_862,Travel Transaction,Eft,Sales,Johannesburg,2026-03
300923,2026-03-17T00:00:00Z,Business,Income,Sales,Sales Sub,5287,Entity_149,Sales Transaction,Eft,Operations,Durban,2026-03
300924,2026-02-24T00:00:00Z,Business,Expense,Sales,Sales Sub,-11931,Entity_629,Sales Transaction,Card,Sales,Durban,2026-02
300925,2026-03-27T00:00:00Z,Card,Income,Utilities,Utilities Sub,16497,Entity_591,Utilities Transaction,Eft,Operations,Durban,2026-03
300926,2026-02-07T00:00:00Z,Card,Income,Travel,Travel Sub,1299,Entity_518,Travel Transaction,Card,Sales,Cape Town,2026-02
300927,2026-01-18T00:00:00Z,Card,Expense,Software,Software Sub,-17681,Entity_707,Software Transaction,Card,Admin,Cape Town,2026-01
300928,2026-02-27T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-8325,Entity_240,Utilities Transaction,Card,Admin,Pretoria,2026-02
300929,2026-03-08T00:00:00Z,Card,Income,Utilities,Utilities Sub,6629,Entity_298,Utilities Transaction,Eft,Admin,Durban,2026-03
300930,2026-01-26T00:00:00Z,Business,Income,Software,Software Sub,18059,Entity_551,Software Transaction,Cash,Operations,Cape Town,2026-01
300931,2026-02-01T00:00:00Z,Business,Income,Software,Software Sub,1589,Entity_364,Software Transaction,Card,Operations,Cape Town,2026-02
300932,2026-03-21T00:00:00Z,Card,Income,Software,Software Sub,9087,Entity_694,Software Transaction,Eft,Admin,Durban,2026-03
300933,2026-02-12T00:00:00Z,Card,Income,Marketing,Marketing Sub,16321,Entity_904,Marketing Transaction,Cash,Sales,Pretoria,2026-02
300934,2026-02-02T00:00:00Z,Business,Income,Software,Software Sub,2857,Entity_48,Software Transaction,Eft,Operations,Cape Town,2026-02
300935,2026-02-10T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-17299,Entity_576,Utilities Transaction,Card,Admin,Cape Town,2026-02
300936,2026-02-07T00:00:00Z,Business,Income,Consulting,Consulting Sub,2870,Entity_484,Consulting Transaction,Eft,Sales,Durban,2026-02
300937,2026-02-10T00:00:00Z,Card,Expense,Travel,Travel Sub,-3141,Entity_123,Travel Transaction,Eft,Admin,Cape Town,2026-02
300938,2026-03-26T00:00:00Z,Business,Income,Rent,Rent Sub,14023,Entity_687,Rent Transaction,Cash,Sales,Pretoria,2026-03
300939,2026-03-19T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-6040,Entity_310,Marketing Transaction,Cash,Operations,Johannesburg,2026-03
300940,2026-01-31T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-13302,Entity_250,Consulting Transaction,Card,Operations,Durban,2026-01
300941,2026-03-15T00:00:00Z,Business,Expense,Sales,Sales Sub,-4609,Entity_864,Sales Transaction,Card,Admin,Durban,2026-03
300942,2026-03-06T00:00:00Z,Business,Income,Travel,Travel Sub,5168,Entity_908,Travel Transaction,Eft,Operations,Pretoria,2026-03
300943,2026-01-30T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-641,Entity_923,Marketing Transaction,Card,Admin,Cape Town,2026-01
300944,2026-01-17T00:00:00Z,Business,Expense,Sales,Sales Sub,-499,Entity_311,Sales Transaction,Card,Admin,Durban,2026-01
300945,2026-02-05T00:00:00Z,Business,Income,Marketing,Marketing Sub,12265,Entity_60,Marketing Transaction,Eft,Operations,Johannesburg,2026-02
300946,2026-02-13T00:00:00Z,Business,Expense,Travel,Travel Sub,-8460,Entity_965,Travel Transaction,Card,Admin,Pretoria,2026-02
300947,2026-03-13T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-12418,Entity_50,Consulting Transaction,Eft,Sales,Johannesburg,2026-03
300948,2026-01-08T00:00:00Z,Business,Income,Marketing,Marketing Sub,18272,Entity_455,Marketing Transaction,Eft,Admin,Johannesburg,2026-01
300949,2026-03-11T00:00:00Z,Card,Expense,Sales,Sales Sub,-17026,Entity_701,Sales Transaction,Card,Admin,Johannesburg,2026-03
300950,2026-02-20T00:00:00Z,Card,Income,Software,Software Sub,3227,Entity_654,Software Transaction,Eft,Sales,Durban,2026-02
300951,2026-03-14T00:00:00Z,Business,Income,Marketing,Marketing Sub,14037,Entity_473,Marketing Transaction,Card,Operations,Pretoria,2026-03
300952,2026-02-26T00:00:00Z,Business,Expense,Software,Software Sub,-10218,Entity_800,Software Transaction,Card,Operations,Johannesburg,2026-02
300953,2026-03-11T00:00:00Z,Business,Income,Software,Software Sub,11266,Entity_382,Software Transaction,Card,Admin,Johannesburg,2026-03
300954,2026-01-19T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-3355,Entity_400,Utilities Transaction,Cash,Admin,Durban,2026-01
300955,2026-02-23T00:00:00Z,Card,Expense,Rent,Rent Sub,-15291,Entity_266,Rent Transaction,Eft,Sales,Johannesburg,2026-02
300956,2026-02-15T00:00:00Z,Business,Expense,Travel,Travel Sub,-10207,Entity_186,Travel Transaction,Eft,Operations,Johannesburg,2026-02
300957,2026-03-11T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-1584,Entity_90,Marketing Transaction,Card,Operations,Cape Town,2026-03
300958,2026-01-01T00:00:00Z,Card,Income,Rent,Rent Sub,6876,Entity_163,Rent Transaction,Eft,Sales,Pretoria,2026-01
300959,2026-03-12T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-6166,Entity_956,Marketing Transaction,Cash,Operations,Pretoria,2026-03
300960,2026-02-04T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-3121,Entity_82,Utilities Transaction,Eft,Operations,Cape Town,2026-02
300961,2026-02-09T00:00:00Z,Card,Income,Consulting,Consulting Sub,11668,Entity_423,Consulting Transaction,Eft,Admin,Johannesburg,2026-02
300962,2026-02-11T00:00:00Z,Card,Income,Utilities,Utilities Sub,13570,Entity_22,Utilities Transaction,Card,Sales,Pretoria,2026-02
300963,2026-01-03T00:00:00Z,Business,Income,Rent,Rent Sub,7954,Entity_97,Rent Transaction,Eft,Sales,Cape Town,2026-01
300964,2026-02-11T00:00:00Z,Card,Income,Software,Software Sub,4539,Entity_317,Software Transaction,Cash,Operations,Johannesburg,2026-02
300965,2026-02-27T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-9272,Entity_750,Utilities Transaction,Card,Sales,Pretoria,2026-02
300966,2026-01-31T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-15944,Entity_313,Marketing Transaction,Card,Admin,Cape Town,2026-01
300967,2026-03-25T00:00:00Z,Card,Expense,Travel,Travel Sub,-13012,Entity_906,Travel Transaction,Card,Sales,Durban,2026-03
300968,2026-02-05T00:00:00Z,Card,Expense,Rent,Rent Sub,-6376,Entity_628,Rent Transaction,Cash,Sales,Cape Town,2026-02
300969,2026-01-20T00:00:00Z,Business,Income,Consulting,Consulting Sub,3954,Entity_155,Consulting Transaction,Cash,Admin,Cape Town,2026-01
300970,2026-01-03T00:00:00Z,Card,Expense,Sales,Sales Sub,-12440,Entity_643,Sales Transaction,Eft,Admin,Pretoria,2026-01
300971,2026-02-28T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-12366,Entity_944,Utilities Transaction,Eft,Operations,Cape Town,2026-02
300972,2026-03-03T00:00:00Z,Card,Income,Marketing,Marketing Sub,14089,Entity_181,Marketing Transaction,Card,Sales,Cape Town,2026-03
300973,2026-03-23T00:00:00Z,Card,Income,Software,Software Sub,13888,Entity_303,Software Transaction,Eft,Sales,Durban,2026-03
300974,2026-03-26T00:00:00Z,Business,Income,Software,Software Sub,7357,Entity_541,Software Transaction,Eft,Sales,Durban,2026-03
300975,2026-03-15T00:00:00Z,Card,Expense,Travel,Travel Sub,-12437,Entity_132,Travel Transaction,Eft,Admin,Johannesburg,2026-03
300976,2026-03-13T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-1945,Entity_169,Utilities Transaction,Card,Operations,Johannesburg,2026-03
300977,2026-02-07T00:00:00Z,Card,Income,Software,Software Sub,702,Entity_154,Software Transaction,Card,Sales,Durban,2026-02
300978,2026-03-11T00:00:00Z,Business,Expense,Rent,Rent Sub,-13294,Entity_114,Rent Transaction,Eft,Admin,Pretoria,2026-03
300979,2026-01-25T00:00:00Z,Card,Income,Sales,Sales Sub,5480,Entity_479,Sales Transaction,Eft,Operations,Pretoria,2026-01
300980,2026-02-23T00:00:00Z,Card,Income,Marketing,Marketing Sub,4225,Entity_490,Marketing Transaction,Card,Operations,Durban,2026-02
300981,2026-03-17T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-2046,Entity_597,Utilities Transaction,Eft,Admin,Johannesburg,2026-03
300982,2026-02-24T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-14023,Entity_826,Marketing Transaction,Card,Sales,Cape Town,2026-02
300983,2026-02-03T00:00:00Z,Business,Income,Rent,Rent Sub,12869,Entity_768,Rent Transaction,Eft,Operations,Durban,2026-02
300984,2026-02-17T00:00:00Z,Card,Income,Travel,Travel Sub,17047,Entity_87,Travel Transaction,Cash,Admin,Pretoria,2026-02
300985,2026-02-12T00:00:00Z,Card,Expense,Sales,Sales Sub,-5031,Entity_146,Sales Transaction,Card,Sales,Pretoria,2026-02
300986,2026-01-06T00:00:00Z,Card,Income,Utilities,Utilities Sub,19309,Entity_828,Utilities Transaction,Card,Admin,Pretoria,2026-01
300987,2026-02-17T00:00:00Z,Card,Income,Software,Software Sub,18392,Entity_972,Software Transaction,Card,Admin,Cape Town,2026-02
300988,2026-03-06T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-18260,Entity_704,Utilities Transaction,Eft,Sales,Durban,2026-03
300989,2026-01-05T00:00:00Z,Business,Income,Rent,Rent Sub,11611,Entity_950,Rent Transaction,Card,Operations,Durban,2026-01
300990,2026-03-08T00:00:00Z,Business,Income,Rent,Rent Sub,11447,Entity_957,Rent Transaction,Eft,Sales,Cape Town,2026-03
300991,2026-03-09T00:00:00Z,Card,Income,Consulting,Consulting Sub,19041,Entity_712,Consulting Transaction,Cash,Operations,Pretoria,2026-03
300992,2026-03-16T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-9921,Entity_732,Consulting Transaction,Eft,Operations,Cape Town,2026-03
300993,2026-03-20T00:00:00Z,Business,Income,Rent,Rent Sub,11008,Entity_589,Rent Transaction,Cash,Sales,Cape Town,2026-03
300994,2026-02-20T00:00:00Z,Card,Expense,Sales,Sales Sub,-2527,Entity_725,Sales Transaction,Eft,Admin,Cape Town,2026-02
300995,2026-02-01T00:00:00Z,Card,Expense,Rent,Rent Sub,-16584,Entity_764,Rent Transaction,Card,Admin,Durban,2026-02
300996,2026-01-31T00:00:00Z,Card,Income,Marketing,Marketing Sub,9462,Entity_1,Marketing Transaction,Eft,Sales,Cape Town,2026-01
300997,2026-01-21T00:00:00Z,Business,Income,Utilities,Utilities Sub,7766,Entity_875,Utilities Transaction,Eft,Sales,Cape Town,2026-01
300998,2026-02-03T00:00:00Z,Business,Expense,Sales,Sales Sub,-18177,Entity_177,Sales Transaction,Eft,Admin,Johannesburg,2026-02
300999,2026-03-09T00:00:00Z,Card,Expense,Rent,Rent Sub,-6309,Entity_866,Rent Transaction,Eft,Admin,Durban,2026-03
301000,2026-01-27T00:00:00Z,Business,Income,Utilities,Utilities Sub,7712,Entity_333,Utilities Transaction,Card,Operations,Durban,2026-01
301001,2026-02-25T00:00:00Z,Card,Income,Marketing,Marketing Sub,10153,Entity_905,Marketing Transaction,Eft,Operations,Cape Town,2026-02
301002,2026-03-31T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-18096,Entity_649,Utilities Transaction,Eft,Admin,Durban,2026-03
301003,2026-01-18T00:00:00Z,Card,Income,Sales,Sales Sub,7928,Entity_93,Sales Transaction,Eft,Sales,Cape Town,2026-01
301004,2026-02-22T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-11400,Entity_265,Utilities Transaction,Cash,Operations,Durban,2026-02
301005,2026-02-08T00:00:00Z,Business,Income,Utilities,Utilities Sub,14958,Entity_132,Utilities Transaction,Cash,Admin,Cape Town,2026-02
301006,2026-02-25T00:00:00Z,Business,Expense,Sales,Sales Sub,-17689,Entity_62,Sales Transaction,Card,Operations,Pretoria,2026-02
301007,2026-03-18T00:00:00Z,Card,Income,Travel,Travel Sub,1059,Entity_678,Travel Transaction,Card,Admin,Cape Town,2026-03
301008,2026-03-19T00:00:00Z,Business,Expense,Sales,Sales Sub,-13222,Entity_355,Sales Transaction,Card,Sales,Cape Town,2026-03
301009,2026-01-14T00:00:00Z,Business,Income,Rent,Rent Sub,7839,Entity_202,Rent Transaction,Eft,Admin,Pretoria,2026-01
301010,2026-02-12T00:00:00Z,Business,Expense,Travel,Travel Sub,-3762,Entity_128,Travel Transaction,Eft,Operations,Durban,2026-02
301011,2026-03-23T00:00:00Z,Business,Income,Software,Software Sub,6791,Entity_587,Software Transaction,Card,Operations,Cape Town,2026-03
301012,2026-02-11T00:00:00Z,Business,Income,Travel,Travel Sub,12498,Entity_809,Travel Transaction,Cash,Sales,Johannesburg,2026-02
301013,2026-01-20T00:00:00Z,Card,Expense,Rent,Rent Sub,-14993,Entity_779,Rent Transaction,Card,Sales,Cape Town,2026-01
301014,2026-01-27T00:00:00Z,Business,Income,Sales,Sales Sub,6763,Entity_819,Sales Transaction,Eft,Admin,Cape Town,2026-01
301015,2026-01-26T00:00:00Z,Business,Income,Rent,Rent Sub,16430,Entity_162,Rent Transaction,Card,Admin,Cape Town,2026-01
301016,2026-02-01T00:00:00Z,Business,Expense,Rent,Rent Sub,-11355,Entity_883,Rent Transaction,Card,Operations,Johannesburg,2026-02
301017,2026-01-25T00:00:00Z,Business,Income,Travel,Travel Sub,14993,Entity_70,Travel Transaction,Card,Sales,Cape Town,2026-01
301018,2026-03-13T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-5331,Entity_1,Marketing Transaction,Eft,Operations,Pretoria,2026-03
301019,2026-03-22T00:00:00Z,Business,Income,Marketing,Marketing Sub,14549,Entity_317,Marketing Transaction,Eft,Admin,Cape Town,2026-03
301020,2026-03-16T00:00:00Z,Business,Income,Utilities,Utilities Sub,6817,Entity_675,Utilities Transaction,Cash,Sales,Cape Town,2026-03
301021,2026-01-19T00:00:00Z,Business,Income,Travel,Travel Sub,11280,Entity_384,Travel Transaction,Eft,Sales,Cape Town,2026-01
301022,2026-02-22T00:00:00Z,Business,Income,Travel,Travel Sub,17771,Entity_502,Travel Transaction,Cash,Sales,Pretoria,2026-02
301023,2026-01-16T00:00:00Z,Card,Income,Marketing,Marketing Sub,4533,Entity_349,Marketing Transaction,Cash,Sales,Durban,2026-01
301024,2026-01-24T00:00:00Z,Card,Income,Consulting,Consulting Sub,11243,Entity_725,Consulting Transaction,Card,Sales,Johannesburg,2026-01
301025,2026-03-16T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-3997,Entity_133,Consulting Transaction,Card,Admin,Cape Town,2026-03
301026,2026-02-26T00:00:00Z,Card,Expense,Travel,Travel Sub,-7578,Entity_466,Travel Transaction,Card,Sales,Durban,2026-02
301027,2026-03-18T00:00:00Z,Card,Income,Consulting,Consulting Sub,13146,Entity_55,Consulting Transaction,Cash,Admin,Cape Town,2026-03
301028,2026-01-20T00:00:00Z,Business,Income,Software,Software Sub,13472,Entity_137,Software Transaction,Card,Sales,Durban,2026-01
301029,2026-01-09T00:00:00Z,Card,Income,Utilities,Utilities Sub,14845,Entity_177,Utilities Transaction,Eft,Admin,Durban,2026-01
301030,2026-03-28T00:00:00Z,Card,Expense,Software,Software Sub,-8032,Entity_468,Software Transaction,Card,Sales,Cape Town,2026-03
301031,2026-01-02T00:00:00Z,Business,Expense,Rent,Rent Sub,-13049,Entity_110,Rent Transaction,Eft,Operations,Cape Town,2026-01
301032,2026-02-19T00:00:00Z,Business,Expense,Sales,Sales Sub,-4775,Entity_645,Sales Transaction,Cash,Operations,Pretoria,2026-02
301033,2026-03-30T00:00:00Z,Business,Expense,Sales,Sales Sub,-1699,Entity_139,Sales Transaction,Card,Operations,Johannesburg,2026-03
301034,2026-03-22T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-2235,Entity_457,Marketing Transaction,Cash,Sales,Johannesburg,2026-03
301035,2026-01-24T00:00:00Z,Business,Income,Marketing,Marketing Sub,2744,Entity_581,Marketing Transaction,Eft,Admin,Cape Town,2026-01
301036,2026-01-28T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-18953,Entity_511,Utilities Transaction,Card,Admin,Cape Town,2026-01
301037,2026-02-15T00:00:00Z,Card,Expense,Software,Software Sub,-3824,Entity_922,Software Transaction,Eft,Sales,Pretoria,2026-02
301038,2026-02-25T00:00:00Z,Business,Income,Marketing,Marketing Sub,9031,Entity_896,Marketing Transaction,Card,Sales,Johannesburg,2026-02
301039,2026-03-30T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-19904,Entity_705,Marketing Transaction,Card,Operations,Durban,2026-03
301040,2026-01-10T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-18830,Entity_844,Utilities Transaction,Card,Admin,Pretoria,2026-01
301041,2026-02-18T00:00:00Z,Business,Income,Rent,Rent Sub,1124,Entity_369,Rent Transaction,Cash,Operations,Pretoria,2026-02
301042,2026-01-21T00:00:00Z,Business,Expense,Rent,Rent Sub,-15595,Entity_33,Rent Transaction,Eft,Sales,Pretoria,2026-01
301043,2026-02-10T00:00:00Z,Business,Income,Utilities,Utilities Sub,1843,Entity_253,Utilities Transaction,Card,Admin,Cape Town,2026-02
301044,2026-03-07T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-16344,Entity_348,Marketing Transaction,Cash,Operations,Pretoria,2026-03
301045,2026-03-19T00:00:00Z,Business,Expense,Travel,Travel Sub,-4763,Entity_520,Travel Transaction,Card,Admin,Johannesburg,2026-03
301046,2026-01-08T00:00:00Z,Card,Income,Rent,Rent Sub,7098,Entity_691,Rent Transaction,Card,Admin,Johannesburg,2026-01
301047,2026-02-10T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-8076,Entity_107,Marketing Transaction,Eft,Operations,Cape Town,2026-02
301048,2026-02-04T00:00:00Z,Card,Income,Travel,Travel Sub,5367,Entity_589,Travel Transaction,Cash,Admin,Cape Town,2026-02
301049,2026-03-22T00:00:00Z,Card,Income,Marketing,Marketing Sub,14036,Entity_449,Marketing Transaction,Card,Admin,Johannesburg,2026-03
301050,2026-02-15T00:00:00Z,Business,Expense,Software,Software Sub,-12242,Entity_764,Software Transaction,Eft,Sales,Johannesburg,2026-02
301051,2026-01-22T00:00:00Z,Business,Expense,Rent,Rent Sub,-19945,Entity_277,Rent Transaction,Card,Admin,Durban,2026-01
301052,2026-01-01T00:00:00Z,Business,Expense,Sales,Sales Sub,-9976,Entity_466,Sales Transaction,Cash,Admin,Cape Town,2026-01
301053,2026-01-03T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-17219,Entity_670,Marketing Transaction,Card,Admin,Cape Town,2026-01
301054,2026-01-17T00:00:00Z,Business,Expense,Travel,Travel Sub,-15298,Entity_690,Travel Transaction,Card,Operations,Cape Town,2026-01
301055,2026-03-26T00:00:00Z,Business,Income,Marketing,Marketing Sub,10873,Entity_685,Marketing Transaction,Eft,Admin,Johannesburg,2026-03
301056,2026-03-21T00:00:00Z,Card,Income,Software,Software Sub,18516,Entity_191,Software Transaction,Card,Operations,Johannesburg,2026-03
301057,2026-02-06T00:00:00Z,Business,Expense,Travel,Travel Sub,-16376,Entity_924,Travel Transaction,Eft,Admin,Johannesburg,2026-02
301058,2026-02-28T00:00:00Z,Business,Expense,Sales,Sales Sub,-19442,Entity_667,Sales Transaction,Cash,Sales,Cape Town,2026-02
301059,2026-02-01T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-19344,Entity_424,Consulting Transaction,Card,Admin,Durban,2026-02
301060,2026-02-06T00:00:00Z,Card,Expense,Rent,Rent Sub,-12379,Entity_719,Rent Transaction,Cash,Sales,Cape Town,2026-02
301061,2026-02-28T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-9799,Entity_603,Utilities Transaction,Card,Operations,Cape Town,2026-02
301062,2026-02-20T00:00:00Z,Card,Expense,Sales,Sales Sub,-8737,Entity_672,Sales Transaction,Cash,Admin,Cape Town,2026-02
301063,2026-02-23T00:00:00Z,Business,Income,Rent,Rent Sub,6908,Entity_424,Rent Transaction,Card,Operations,Pretoria,2026-02
301064,2026-02-18T00:00:00Z,Business,Expense,Travel,Travel Sub,-6621,Entity_655,Travel Transaction,Eft,Admin,Cape Town,2026-02
301065,2026-03-11T00:00:00Z,Business,Income,Software,Software Sub,13671,Entity_504,Software Transaction,Cash,Operations,Durban,2026-03
301066,2026-01-24T00:00:00Z,Business,Income,Travel,Travel Sub,5884,Entity_711,Travel Transaction,Eft,Operations,Cape Town,2026-01
301067,2026-01-29T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-1793,Entity_652,Marketing Transaction,Eft,Sales,Cape Town,2026-01
301068,2026-02-09T00:00:00Z,Card,Income,Utilities,Utilities Sub,6000,Entity_129,Utilities Transaction,Eft,Operations,Pretoria,2026-02
301069,2026-02-06T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-16421,Entity_822,Utilities Transaction,Cash,Admin,Johannesburg,2026-02
301070,2026-01-14T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-5225,Entity_448,Utilities Transaction,Card,Sales,Cape Town,2026-01
301071,2026-02-17T00:00:00Z,Business,Income,Utilities,Utilities Sub,11980,Entity_213,Utilities Transaction,Card,Admin,Pretoria,2026-02
301072,2026-02-08T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-15810,Entity_968,Consulting Transaction,Card,Operations,Johannesburg,2026-02
301073,2026-03-08T00:00:00Z,Business,Income,Rent,Rent Sub,18590,Entity_618,Rent Transaction,Card,Sales,Pretoria,2026-03
301074,2026-02-03T00:00:00Z,Business,Income,Software,Software Sub,6806,Entity_259,Software Transaction,Cash,Operations,Cape Town,2026-02
301075,2026-01-01T00:00:00Z,Card,Income,Sales,Sales Sub,3287,Entity_337,Sales Transaction,Eft,Admin,Durban,2026-01
301076,2026-03-27T00:00:00Z,Card,Income,Consulting,Consulting Sub,16452,Entity_879,Consulting Transaction,Cash,Admin,Cape Town,2026-03
301077,2026-01-17T00:00:00Z,Card,Expense,Rent,Rent Sub,-7441,Entity_345,Rent Transaction,Eft,Sales,Pretoria,2026-01
301078,2026-03-28T00:00:00Z,Business,Income,Marketing,Marketing Sub,11878,Entity_718,Marketing Transaction,Card,Sales,Johannesburg,2026-03
301079,2026-01-01T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-3348,Entity_300,Marketing Transaction,Card,Sales,Cape Town,2026-01
301080,2026-03-05T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-9928,Entity_828,Consulting Transaction,Card,Admin,Johannesburg,2026-03
301081,2026-01-17T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-16409,Entity_55,Marketing Transaction,Eft,Admin,Durban,2026-01
301082,2026-02-02T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-15072,Entity_695,Marketing Transaction,Card,Operations,Cape Town,2026-02
301083,2026-02-25T00:00:00Z,Card,Income,Marketing,Marketing Sub,17228,Entity_48,Marketing Transaction,Eft,Admin,Johannesburg,2026-02
301084,2026-01-30T00:00:00Z,Business,Expense,Rent,Rent Sub,-17016,Entity_798,Rent Transaction,Card,Sales,Pretoria,2026-01
301085,2026-02-17T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-8038,Entity_902,Marketing Transaction,Card,Admin,Durban,2026-02
301086,2026-03-13T00:00:00Z,Business,Expense,Sales,Sales Sub,-17986,Entity_181,Sales Transaction,Eft,Admin,Cape Town,2026-03
301087,2026-01-07T00:00:00Z,Card,Expense,Rent,Rent Sub,-3544,Entity_666,Rent Transaction,Eft,Admin,Johannesburg,2026-01
301088,2026-01-02T00:00:00Z,Card,Income,Utilities,Utilities Sub,14571,Entity_692,Utilities Transaction,Eft,Sales,Cape Town,2026-01
301089,2026-01-19T00:00:00Z,Business,Income,Utilities,Utilities Sub,7543,Entity_79,Utilities Transaction,Cash,Operations,Johannesburg,2026-01
301090,2026-02-22T00:00:00Z,Card,Income,Marketing,Marketing Sub,3001,Entity_281,Marketing Transaction,Cash,Admin,Cape Town,2026-02
301091,2026-03-26T00:00:00Z,Card,Income,Rent,Rent Sub,12636,Entity_639,Rent Transaction,Card,Sales,Johannesburg,2026-03
301092,2026-03-01T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-19345,Entity_209,Consulting Transaction,Card,Operations,Durban,2026-03
301093,2026-02-18T00:00:00Z,Card,Income,Software,Software Sub,10190,Entity_599,Software Transaction,Cash,Admin,Johannesburg,2026-02
301094,2026-01-20T00:00:00Z,Card,Expense,Sales,Sales Sub,-19155,Entity_338,Sales Transaction,Eft,Operations,Durban,2026-01
301095,2026-02-25T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-14866,Entity_403,Marketing Transaction,Eft,Sales,Cape Town,2026-02
301096,2026-03-30T00:00:00Z,Card,Income,Consulting,Consulting Sub,14595,Entity_101,Consulting Transaction,Card,Operations,Pretoria,2026-03
301097,2026-03-11T00:00:00Z,Business,Expense,Travel,Travel Sub,-5998,Entity_449,Travel Transaction,Card,Sales,Cape Town,2026-03
301098,2026-01-09T00:00:00Z,Card,Income,Travel,Travel Sub,1494,Entity_76,Travel Transaction,Card,Operations,Pretoria,2026-01
301099,2026-01-06T00:00:00Z,Card,Expense,Rent,Rent Sub,-7240,Entity_403,Rent Transaction,Card,Sales,Johannesburg,2026-01
301100,2026-03-18T00:00:00Z,Card,Expense,Travel,Travel Sub,-17311,Entity_700,Travel Transaction,Eft,Sales,Cape Town,2026-03
301101,2026-03-06T00:00:00Z,Card,Income,Sales,Sales Sub,840,Entity_600,Sales Transaction,Card,Admin,Cape Town,2026-03
301102,2026-02-24T00:00:00Z,Business,Expense,Sales,Sales Sub,-4902,Entity_378,Sales Transaction,Card,Admin,Cape Town,2026-02
301103,2026-03-15T00:00:00Z,Card,Income,Travel,Travel Sub,1240,Entity_785,Travel Transaction,Eft,Admin,Pretoria,2026-03
301104,2026-02-09T00:00:00Z,Card,Expense,Sales,Sales Sub,-7517,Entity_262,Sales Transaction,Eft,Sales,Durban,2026-02
301105,2026-01-30T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-17293,Entity_508,Marketing Transaction,Cash,Sales,Johannesburg,2026-01
301106,2026-01-24T00:00:00Z,Card,Income,Travel,Travel Sub,5748,Entity_178,Travel Transaction,Eft,Operations,Pretoria,2026-01
301107,2026-01-30T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-18721,Entity_676,Marketing Transaction,Eft,Admin,Johannesburg,2026-01
301108,2026-03-27T00:00:00Z,Card,Income,Travel,Travel Sub,15242,Entity_237,Travel Transaction,Card,Sales,Cape Town,2026-03
301109,2026-03-17T00:00:00Z,Business,Income,Utilities,Utilities Sub,12044,Entity_343,Utilities Transaction,Card,Admin,Cape Town,2026-03
301110,2026-02-05T00:00:00Z,Card,Income,Marketing,Marketing Sub,663,Entity_535,Marketing Transaction,Eft,Operations,Cape Town,2026-02
301111,2026-03-18T00:00:00Z,Card,Income,Rent,Rent Sub,2089,Entity_694,Rent Transaction,Card,Admin,Johannesburg,2026-03
301112,2026-01-17T00:00:00Z,Business,Expense,Travel,Travel Sub,-8990,Entity_93,Travel Transaction,Eft,Operations,Cape Town,2026-01
301113,2026-02-11T00:00:00Z,Card,Expense,Travel,Travel Sub,-8324,Entity_411,Travel Transaction,Card,Admin,Durban,2026-02
