TransactionID,Date,Account,Type,Category,Subcategory,Amount,VendorClient,Description,PaymentMethod,Department,City
301028,20/01/2026,Business,Income,Software,Software Sub,13472,Entity_137,Software transaction,Card,Sales,Durban
301029,2026-01-09,Card,Income,Utilities,Utilities Sub,14845,Entity_177,Utilities transaction,eft,Admin,Durban
301030,28/03/2026,Card,Expense,Software,Software Sub,-8032,Entity_468,Software transaction,card,Sales,cape town
301031,02 Jan 2026,Business,Expense,Rent,Rent Sub,-13049,Entity_110,Rent transaction,EFT,Operations,cape town
301032,2026/02/19,Business,Expense,Sales,Sales Sub,-4775,Entity_645,Sales transaction,Cash,Operations,Pretoria
301033,30/03/2026,Business,Expense,Sales,Sales Sub,"-1,699",Entity_139,Sales transaction,card,Operations,Johannesburg
301034,2026-03-22,Card,Expense,Marketing,Marketing Sub,-2235,Entity_457,Marketing transaction,Cash,Sales,Johannesburg
301035,2026-01-24,Business,Income,Marketing,Marketing Sub,2744,Entity_581,Marketing transaction,EFT,Admin,cape town
301036,2026-01-28,Card,Expense,Utilities,Utilities Sub,-18953,Entity_511,Utilities transaction,card,Admin,Cape Town
301037,15 Feb 2026,Card,Expense,Software,Software Sub,-3824,Entity_922,Software transaction,eft,Sales,Pretoria
301038,2026-02-25,Business,Income,Marketing,Marketing Sub,9031,Entity_896,Marketing transaction,Card,Sales,Johannesburg
301039,2026-03-30,Business,Expense,Marketing,Marketing Sub,-19904,Entity_705,Marketing transaction,card,Operations,Durban
301040,2026/01/10,Business,Expense,Utilities,Utilities Sub,-18830,Entity_844,Utilities transaction,card,Admin,Pretoria
301041,18/02/2026,Business,Income,Rent,Rent Sub,1124,Entity_369,Rent transaction,Cash,Operations,Pretoria
301042,21 Jan 2026,Business,Expense,Rent,Rent Sub,-15595,Entity_33,Rent transaction,EFT,Sales,Pretoria
301043,10 Feb 2026,Business,Income,Utilities,Utilities Sub,1843,Entity_253,Utilities transaction,card,Admin,cape town
301044,2026/03/07,Card,Expense,Marketing,Marketing Sub,-16344,Entity_348,Marketing transaction,Cash,Operations,Pretoria
301045,2026/03/19,Business,Expense,Travel,Travel Sub,-4763,Entity_520,Travel transaction,card,Admin,Johannesburg
301046,08 Jan 2026,Card,Income,Rent,Rent Sub,7098,Entity_691,Rent transaction,Card,Admin,Johannesburg
301047,2026/02/10,Business,Expense,Marketing,Marketing Sub,-8076,Entity_107,Marketing transaction,eft,Operations,cape town
301048,2026-02-04,Card,Income,Travel,Travel Sub,5367,Entity_589,Travel transaction,Cash,Admin,cape town
301049,22/03/2026,Card,Income,Marketing,Marketing Sub,14036,Entity_449,Marketing transaction,Card,Admin,Johannesburg
301050,2026-02-15,Business,Expense,Software,Software Sub,-12242,Entity_764,Software transaction,eft,Sales,Johannesburg
301051,2026/01/22,Business,Expense,Rent,Rent Sub,-19945,Entity_277,Rent transaction,card,Admin,Durban
301052,2026-01-01,Business,Expense,Sales,Sales Sub,-9976,Entity_466,Sales transaction,Cash,Admin,cape town
301053,2026/01/03,Card,Expense,Marketing,Marketing Sub,-17219,Entity_670,Marketing transaction,card,Admin,Cape Town
301054,2026/01/17,Business,Expense,Travel,Travel Sub,-15298,Entity_690,Travel transaction,Card,Operations,Cape Town
301055,2026-03-26,Business,Income,Marketing,Marketing Sub,10873,Entity_685,Marketing transaction,eft,Admin,Johannesburg
301056,2026/03/21,Card,Income,Software,Software Sub,18516,Entity_191,Software transaction,Card,Operations,Johannesburg
301057,06/02/2026,Business,Expense,Travel,Travel Sub,-16376,Entity_924,Travel transaction,EFT,Admin,Johannesburg
301058,28/02/2026,Business,Expense,Sales,Sales Sub,"-19,442",Entity_667,Sales transaction,Cash,Sales,Cape Town
301059,2026/02/01,Card,Expense,Consulting,Consulting Sub,-19344,Entity_424,Consulting transaction,Card,Admin,Durban
301060,06/02/2026,Card,Expense,Rent,Rent Sub,-12379,Entity_719,Rent transaction,Cash,Sales,cape town
301061,28 Feb 2026,Card,Expense,Utilities,Utilities Sub,-9799,Entity_603,Utilities transaction,card,Operations,cape town
301062,20/02/2026,Card,Expense,Sales,Sales Sub,-8737,Entity_672,Sales transaction,Cash,Admin,Cape Town
301063,2026-02-23,Business,Income,Rent,Rent Sub,6908,Entity_424,Rent transaction,Card,Operations,Pretoria
301064,2026-02-18,Business,Expense,Travel,Travel Sub,-6621,Entity_655,Travel transaction,EFT,Admin,cape town
301065,2026/03/11,Business,Income,Software,Software Sub,13671,Entity_504,Software transaction,Cash,Operations,Durban
301066,2026-01-24,Business,Income,Travel,Travel Sub,5884,Entity_711,Travel transaction,eft,Operations,Cape Town
301067,29 Jan 2026,Business,Expense,Marketing,Marketing Sub,-1793,Entity_652,Marketing transaction,eft,Sales,Cape Town
301068,09 Feb 2026,Card,Income,Utilities,Utilities Sub,6000,Entity_129,Utilities transaction,EFT,Operations,Pretoria
301069,2026-02-06,Business,Expense,Utilities,Utilities Sub,-16421,Entity_822,Utilities transaction,Cash,Admin,Johannesburg
301070,2026-01-14,Business,Expense,Utilities,Utilities Sub,-5225,Entity_448,Utilities transaction,Card,Sales,Cape Town
301071,17/02/2026,Business,Income,Utilities,Utilities Sub,11980,Entity_213,Utilities transaction,card,Admin,Pretoria
301072,2026-02-08,Card,Expense,Consulting,Consulting Sub,-15810,Entity_968,Consulting transaction,Card,Operations,Johannesburg
301073,2026/03/08,Business,Income,Rent,Rent Sub,18590,Entity_618,Rent transaction,card,Sales,Pretoria
301074,03/02/2026,Business,Income,Software,Software Sub,6806,Entity_259,Software transaction,Cash,Operations,cape town
301075,2026-01-01,Card,Income,Sales,Sales Sub,3287,Entity_337,Sales transaction,EFT,Admin,Durban
301076,2026/03/27,Card,Income,Consulting,Consulting Sub,16452,Entity_879,Consulting transaction,Cash,Admin,Cape Town
301077,2026-01-17,Card,Expense,Rent,Rent Sub,-7441,Entity_345,Rent transaction,eft,Sales,Pretoria
301078,2026-03-28,Business,Income,Marketing,Marketing Sub,"11,878",Entity_718,Marketing transaction,Card,Sales,Johannesburg
301079,01/01/2026,Card,Expense,Marketing,Marketing Sub,-3348,Entity_300,Marketing transaction,card,Sales,Cape Town
301080,05/03/2026,Card,Expense,Consulting,Consulting Sub,-9928,Entity_828,Consulting transaction,card,Admin,Johannesburg
301081,17 Jan 2026,Card,Expense,Marketing,Marketing Sub,-16409,Entity_55,Marketing transaction,eft,Admin,Durban
301082,2026/02/02,Card,Expense,Marketing,Marketing Sub,-15072,Entity_695,Marketing transaction,card,Operations,cape town
301083,2026-02-25,Card,Income,Marketing,Marketing Sub,17228,Entity_48,Marketing transaction,eft,Admin,Johannesburg
301084,30 Jan 2026,Business,Expense,Rent,Rent Sub,"-17,016",Entity_798,Rent transaction,Card,Sales,Pretoria
301085,17 Feb 2026,Business,Expense,Marketing,Marketing Sub,-8038,Entity_902,Marketing transaction,card,Admin,Durban
301086,2026/03/13,Business,Expense,Sales,Sales Sub,-17986,Entity_181,Sales transaction,EFT,Admin,cape town
301087,07 Jan 2026,Card,Expense,Rent,Rent Sub,-3544,Entity_666,Rent transaction,EFT,Admin,Johannesburg
301088,02/01/2026,Card,Income,Utilities,Utilities Sub,14571,Entity_692,Utilities transaction,EFT,Sales,Cape Town
301089,19/01/2026,Business,Income,Utilities,Utilities Sub,"7,543",Entity_79,Utilities transaction,Cash,Operations,Johannesburg
301090,2026-02-22,Card,Income,Marketing,Marketing Sub,3001,Entity_281,Marketing transaction,Cash,Admin,cape town
301091,26 Mar 2026,Card,Income,Rent,Rent Sub,12636,Entity_639,Rent transaction,card,Sales,Johannesburg
301092,2026/03/01,Business,Expense,Consulting,Consulting Sub,-19345,Entity_209,Consulting transaction,Card,Operations,Durban
301093,18/02/2026,Card,Income,Software,Software Sub,10190,Entity_599,Software transaction,Cash,Admin,Johannesburg
301094,2026-01-20,Card,Expense,Sales,Sales Sub,-19155,Entity_338,Sales transaction,eft,Operations,Durban
301095,25/02/2026,Business,Expense,Marketing,Marketing Sub,-14866,Entity_403,Marketing transaction,eft,Sales,Cape Town
301096,2026-03-30,Card,Income,Consulting,Consulting Sub,"14,595",Entity_101,Consulting transaction,Card,Operations,Pretoria
301097,2026/03/11,Business,Expense,Travel,Travel Sub,"-5,998",Entity_449,Travel transaction,card,Sales,cape town
301098,2026-01-09,Card,Income,Travel,Travel Sub,1494,Entity_76,Travel transaction,Card,Operations,Pretoria
301099,2026/01/06,Card,Expense,Rent,Rent Sub,-7240,Entity_403,Rent transaction,card,Sales,Johannesburg
301100,2026/03/18,Card,Expense,Travel,Travel Sub,"-17,311",Entity_700,Travel transaction,EFT,Sales,Cape Town
301101,06/03/2026,Card,Income,Sales,Sales Sub,840,Entity_600,Sales transaction,card,Admin,cape town
301102,2026-02-24,Business,Expense,Sales,Sales Sub,-4902,Entity_378,Sales transaction,card,Admin,Cape Town
301103,2026-03-15,Card,Income,Travel,Travel Sub,"1,240",Entity_785,Travel transaction,eft,Admin,Pretoria
301104,2026/02/09,Card,Expense,Sales,Sales Sub,-7517,Entity_262,Sales transaction,eft,Sales,Durban
301105,2026-01-30,Business,Expense,Marketing,Marketing Sub,-17293,Entity_508,Marketing transaction,Cash,Sales,Johannesburg
301106,2026/01/24,Card,Income,Travel,Travel Sub,"5,748",Entity_178,Travel transaction,eft,Operations,Pretoria
301107,30 Jan 2026,Business,Expense,Marketing,Marketing Sub,-18721,Entity_676,Marketing transaction,EFT,Admin,Johannesburg
301108,27 Mar 2026,Card,Income,Travel,Travel Sub,15242,Entity_237,Travel transaction,card,Sales,Cape Town
301109,17/03/2026,Business,Income,Utilities,Utilities Sub,12044,Entity_343,Utilities transaction,card,Admin,cape town
301110,05 Feb 2026,Card,Income,Marketing,Marketing Sub,663,Entity_535,Marketing transaction,EFT,Operations,cape town
301111,18/03/2026,Card,Income,Rent,Rent Sub,2089,Entity_694,Rent transaction,Card,Admin,Johannesburg
301112,17/01/2026,Business,Expense,Travel,Travel Sub,-8990,Entity_93,Travel transaction,eft,Operations,Cape Town
301113,11 Feb 2026,Card,Expense,Travel,Travel Sub,-8324,Entity_411,Travel transaction,card,Admin,Durban
301114,03/01/2026,Business,Income,Software,Software Sub,3923,Entity_722,Software transaction,Card,Admin,Pretoria
301115,11/01/2026,Business,Expense,Rent,Rent Sub,-10605,Entity_484,Rent transaction,card,Operations,Pretoria
301116,09 Mar 2026,Business,Income,Marketing,Marketing Sub,732,Entity_27,Marketing transaction,EFT,Operations,Pretoria
301117,29 Jan 2026,Business,Income,Sales,Sales Sub,19592,Entity_454,Sales transaction,Cash,Admin,Cape Town
301118,2026/02/09,Business,Income,Sales,Sales Sub,12431,Entity_381,Sales transaction,card,Admin,cape town
301119,20/01/2026,Card,Income,Marketing,Marketing Sub,9703,Entity_253,Marketing transaction,Cash,Sales,Durban
301120,28 Mar 2026,Business,Income,Software,Software Sub,"11,571",Entity_246,Software transaction,Card,Admin,cape town
301121,18 Jan 2026,Card,Expense,Travel,Travel Sub,-18653,Entity_991,Travel transaction,eft,Sales,Pretoria
301122,08 Feb 2026,Card,Expense,Travel,Travel Sub,-4497,Entity_405,Travel transaction,Card,Sales,Pretoria
301123,04/02/2026,Business,Income,Utilities,Utilities Sub,6340,Entity_656,Utilities transaction,Cash,Admin,cape town
301124,18 Feb 2026,Card,Expense,Consulting,Consulting Sub,-17188,Entity_146,Consulting transaction,EFT,Operations,Cape Town
301125,30 Jan 2026,Business,Expense,Marketing,Marketing Sub,-1942,Entity_192,Marketing transaction,EFT,Sales,Cape Town
301126,2026-01-14,Business,Expense,Rent,Rent Sub,"-12,042",Entity_492,Rent transaction,card,Admin,Cape Town
301127,2026/02/18,Card,Income,Consulting,Consulting Sub,14702,Entity_794,Consulting transaction,EFT,Admin,Johannesburg
301128,2026/03/12,Card,Expense,Software,Software Sub,"-4,162",Entity_235,Software transaction,Cash,Operations,Durban
301129,2026/03/24,Business,Income,Travel,Travel Sub,469,Entity_712,Travel transaction,EFT,Sales,cape town
301130,10 Mar 2026,Card,Income,Marketing,Marketing Sub,12537,Entity_431,Marketing transaction,Card,Operations,Durban
301131,2026-03-20,Card,Income,Rent,Rent Sub,"13,671",Entity_170,Rent transaction,EFT,Operations,Durban
301132,02 Mar 2026,Card,Expense,Rent,Rent Sub,-343,Entity_546,Rent transaction,card,Operations,cape town
301133,2026-03-06,Business,Income,Marketing,Marketing Sub,4615,Entity_501,Marketing transaction,eft,Sales,Pretoria
301134,29 Jan 2026,Business,Income,Sales,Sales Sub,19731,Entity_874,Sales transaction,Card,Operations,Johannesburg
301135,2026-01-21,Card,Expense,Travel,Travel Sub,"-13,199",Entity_104,Travel transaction,EFT,Operations,cape town
301136,12/01/2026,Card,Expense,Software,Software Sub,-16142,Entity_692,Software transaction,Cash,Admin,cape town
301137,15 Feb 2026,Business,Income,Marketing,Marketing Sub,1914,Entity_728,Marketing transaction,card,Operations,Durban
301138,12 Mar 2026,Card,Expense,Sales,Sales Sub,-14598,Entity_926,Sales transaction,Card,Sales,Pretoria
301139,2026-02-16,Card,Income,Rent,Rent Sub,6805,Entity_958,Rent transaction,Card,Admin,Durban
301140,25 Feb 2026,Business,Income,Travel,Travel Sub,5105,Entity_376,Travel transaction,card,Sales,Cape Town
301141,06 Mar 2026,Business,Expense,Rent,Rent Sub,-7580,Entity_377,Rent transaction,Card,Admin,Pretoria
301142,2026-03-25,Business,Income,Marketing,Marketing Sub,17496,Entity_105,Marketing transaction,Cash,Admin,Johannesburg
301143,30/03/2026,Business,Income,Consulting,Consulting Sub,12759,Entity_898,Consulting transaction,card,Operations,cape town
301144,11 Jan 2026,Business,Expense,Sales,Sales Sub,-17606,Entity_230,Sales transaction,EFT,Operations,Pretoria
301145,28 Mar 2026,Business,Expense,Software,Software Sub,-2671,Entity_798,Software transaction,Cash,Sales,Cape Town
301146,2026/03/02,Business,Expense,Consulting,Consulting Sub,-10967,Entity_668,Consulting transaction,Card,Admin,Pretoria
301147,06/02/2026,Business,Income,Consulting,Consulting Sub,1301,Entity_665,Consulting transaction,eft,Sales,Pretoria
301148,2026/03/25,Business,Income,Marketing,Marketing Sub,"10,391",Entity_224,Marketing transaction,Cash,Sales,cape town
301149,2026-01-22,Business,Expense,Sales,Sales Sub,-13268,Entity_943,Sales transaction,EFT,Operations,Johannesburg
301150,11/02/2026,Business,Expense,Software,Software Sub,"-7,876",Entity_333,Software transaction,Card,Operations,Johannesburg
301151,2026-01-19,Card,Expense,Utilities,Utilities Sub,-12918,Entity_124,Utilities transaction,Cash,Admin,Durban
301152,2026/01/06,Business,Income,Software,Software Sub,11048,Entity_786,Software transaction,Card,Sales,Pretoria
301153,2026-03-24,Card,Income,Consulting,Consulting Sub,"2,172",Entity_147,Consulting transaction,EFT,Sales,Johannesburg
301154,03/03/2026,Card,Income,Sales,Sales Sub,19923,Entity_28,Sales transaction,Card,Operations,Johannesburg
301155,16 Mar 2026,Card,Income,Utilities,Utilities Sub,8399,Entity_843,Utilities transaction,card,Operations,Cape Town
301156,07/03/2026,Card,Income,Software,Software Sub,1238,Entity_662,Software transaction,EFT,Operations,cape town
301157,31 Jan 2026,Card,Expense,Marketing,Marketing Sub,-1134,Entity_402,Marketing transaction,EFT,Sales,Cape Town
301158,2026-02-15,Business,Expense,Marketing,Marketing Sub,-14511,Entity_272,Marketing transaction,EFT,Admin,Cape Town
301159,08/03/2026,Business,Expense,Consulting,Consulting Sub,-1456,Entity_256,Consulting transaction,Cash,Admin,Cape Town
301160,14 Jan 2026,Card,Income,Rent,Rent Sub,15736,Entity_892,Rent transaction,Card,Operations,Cape Town
301161,09 Feb 2026,Business,Expense,Marketing,Marketing Sub,-7380,Entity_885,Marketing transaction,card,Sales,Pretoria
301162,2026-01-06,Card,Income,Rent,Rent Sub,11078,Entity_227,Rent transaction,card,Sales,Cape Town
301163,2026-03-14,Business,Expense,Rent,Rent Sub,-16010,Entity_531,Rent transaction,Card,Sales,Durban
301164,10/02/2026,Business,Income,Marketing,Marketing Sub,15951,Entity_650,Marketing transaction,eft,Admin,Johannesburg
301165,2026-02-10,Business,Expense,Sales,Sales Sub,-19271,Entity_882,Sales transaction,Card,Admin,Durban
301166,2026-03-20,Card,Income,Travel,Travel Sub,15662,Entity_13,Travel transaction,eft,Admin,Durban
301167,2026-03-15,Business,Expense,Consulting,Consulting Sub,-11956,Entity_908,Consulting transaction,Card,Admin,Pretoria
301168,2026-01-04,Card,Expense,Rent,Rent Sub,-7159,Entity_625,Rent transaction,card,Operations,Pretoria
301169,24/03/2026,Card,Expense,Consulting,Consulting Sub,-655,Entity_485,Consulting transaction,Cash,Admin,Cape Town
301170,2026-01-03,Business,Expense,Marketing,Marketing Sub,"-15,613",Entity_277,Marketing transaction,eft,Operations,Pretoria
301171,2026/03/11,Business,Expense,Utilities,Utilities Sub,-17748,Entity_801,Utilities transaction,Card,Operations,Durban
301172,2026-03-26,Card,Expense,Sales,Sales Sub,-5239,Entity_350,Sales transaction,EFT,Sales,Cape Town
301173,18 Jan 2026,Card,Income,Sales,Sales Sub,10323,Entity_20,Sales transaction,eft,Sales,Cape Town
301174,2026/03/01,Card,Income,Sales,Sales Sub,15522,Entity_715,Sales transaction,eft,Sales,Pretoria
301175,31/01/2026,Business,Expense,Software,Software Sub,-14558,Entity_420,Software transaction,eft,Admin,Pretoria
301176,12/03/2026,Card,Income,Rent,Rent Sub,13703,Entity_502,Rent transaction,Cash,Admin,Pretoria
301177,29/03/2026,Business,Income,Software,Software Sub,6833,Entity_798,Software transaction,EFT,Sales,Pretoria
301178,2026/02/20,Card,Expense,Consulting,Consulting Sub,-1321,Entity_627,Consulting transaction,eft,Admin,cape town
301179,2026-02-03,Card,Expense,Software,Software Sub,-1281,Entity_164,Software transaction,EFT,Sales,Pretoria
301180,2026/01/07,Business,Income,Software,Software Sub,18685,Entity_943,Software transaction,card,Sales,cape town
301181,2026-01-23,Business,Income,Marketing,Marketing Sub,15143,Entity_764,Marketing transaction,Card,Operations,Pretoria
301182,17/02/2026,Business,Expense,Marketing,Marketing Sub,-13088,Entity_813,Marketing transaction,EFT,Sales,Durban
301183,09 Feb 2026,Card,Income,Marketing,Marketing Sub,2519,Entity_771,Marketing transaction,Cash,Sales,Durban
301184,2026/02/21,Business,Income,Utilities,Utilities Sub,6893,Entity_936,Utilities transaction,EFT,Operations,Pretoria
301185,2026-02-08,Business,Income,Rent,Rent Sub,7451,Entity_469,Rent transaction,card,Operations,cape town
301186,07 Feb 2026,Business,Income,Utilities,Utilities Sub,14502,Entity_905,Utilities transaction,eft,Admin,Pretoria
301187,06/03/2026,Business,Income,Travel,Travel Sub,"6,457",Entity_969,Travel transaction,eft,Admin,cape town
301188,2026-03-19,Business,Income,Consulting,Consulting Sub,3037,Entity_840,Consulting transaction,EFT,Admin,Johannesburg
301189,2026-02-06,Card,Expense,Sales,Sales Sub,-2726,Entity_821,Sales transaction,Cash,Operations,Pretoria
301190,08 Feb 2026,Card,Expense,Sales,Sales Sub,-1088,Entity_571,Sales transaction,card,Admin,Cape Town
301191,13/03/2026,Card,Expense,Consulting,Consulting Sub,"-19,637",Entity_293,Consulting transaction,EFT,Sales,Pretoria
301192,2026/03/31,Business,Expense,Consulting,Consulting Sub,"-17,077",Entity_75,Consulting transaction,card,Admin,Durban
301193,22/03/2026,Business,Income,Utilities,Utilities Sub,18034,Entity_627,Utilities transaction,EFT,Operations,cape town
301194,10 Jan 2026,Business,Expense,Rent,Rent Sub,-4331,Entity_706,Rent transaction,Card,Sales,Durban
301195,26/02/2026,Business,Income,Sales,Sales Sub,7192,Entity_848,Sales transaction,Cash,Operations,Pretoria
301196,03 Mar 2026,Business,Income,Consulting,Consulting Sub,10221,Entity_122,Consulting transaction,Card,Sales,Pretoria
301197,11 Feb 2026,Business,Expense,Rent,Rent Sub,-916,Entity_873,Rent transaction,Card,Admin,Johannesburg
301198,14 Jan 2026,Card,Expense,Rent,Rent Sub,-19670,Entity_1,Rent transaction,Cash,Operations,Johannesburg
301199,08 Jan 2026,Card,Income,Software,Software Sub,16819,Entity_949,Software transaction,Cash,Operations,Johannesburg
301200,25/01/2026,Business,Income,Software,Software Sub,"5,067",Entity_138,Software transaction,EFT,Admin,Pretoria
301201,17/03/2026,Card,Income,Sales,Sales Sub,7487,Entity_768,Sales transaction,Card,Sales,Pretoria
301202,2026-01-29,Card,Income,Consulting,Consulting Sub,14237,Entity_428,Consulting transaction,Card,Sales,Cape Town
301203,2026-01-01,Business,Income,Rent,Rent Sub,2246,Entity_712,Rent transaction,card,Operations,Pretoria
301204,2026/01/20,Card,Expense,Consulting,Consulting Sub,-5697,Entity_381,Consulting transaction,Cash,Operations,cape town
301205,08 Mar 2026,Card,Income,Sales,Sales Sub,5187,Entity_661,Sales transaction,Cash,Admin,Cape Town
301206,2026/01/27,Business,Income,Marketing,Marketing Sub,9488,Entity_609,Marketing transaction,Cash,Sales,Durban
301207,2026/02/27,Business,Expense,Rent,Rent Sub,-14634,Entity_558,Rent transaction,eft,Admin,Pretoria
301208,03 Jan 2026,Business,Expense,Software,Software Sub,-12824,Entity_358,Software transaction,eft,Operations,Pretoria
301209,2026/02/18,Card,Income,Consulting,Consulting Sub,9111,Entity_378,Consulting transaction,Cash,Admin,Pretoria
301210,04 Mar 2026,Card,Income,Rent,Rent Sub,5306,Entity_214,Rent transaction,EFT,Operations,Pretoria
301211,01/03/2026,Business,Income,Utilities,Utilities Sub,18347,Entity_646,Utilities transaction,Cash,Admin,cape town
301212,13 Mar 2026,Card,Income,Consulting,Consulting Sub,16653,Entity_188,Consulting transaction,EFT,Operations,Johannesburg
301213,01 Feb 2026,Business,Expense,Travel,Travel Sub,-15648,Entity_388,Travel transaction,card,Operations,Pretoria
301214,18/01/2026,Card,Expense,Sales,Sales Sub,-17589,Entity_768,Sales transaction,card,Admin,Durban
301215,2026-01-22,Card,Expense,Consulting,Consulting Sub,-9264,Entity_733,Consulting transaction,EFT,Admin,Johannesburg
301216,09/02/2026,Business,Expense,Travel,Travel Sub,-15734,Entity_892,Travel transaction,eft,Sales,Cape Town
301217,02 Feb 2026,Business,Income,Rent,Rent Sub,"8,709",Entity_733,Rent transaction,EFT,Operations,Cape Town
301218,03 Mar 2026,Business,Expense,Software,Software Sub,-14380,Entity_604,Software transaction,card,Admin,Durban
301219,2026/02/21,Card,Expense,Travel,Travel Sub,-8174,Entity_576,Travel transaction,EFT,Sales,Durban
301220,18/02/2026,Business,Income,Marketing,Marketing Sub,8516,Entity_104,Marketing transaction,eft,Admin,Pretoria
301221,2026-03-02,Business,Income,Utilities,Utilities Sub,13893,Entity_517,Utilities transaction,EFT,Admin,Durban
301222,22/02/2026,Business,Expense,Travel,Travel Sub,-12069,Entity_772,Travel transaction,eft,Sales,cape town
301223,09 Mar 2026,Card,Expense,Sales,Sales Sub,-7632,Entity_831,Sales transaction,EFT,Admin,cape town
301224,2026/01/06,Business,Income,Consulting,Consulting Sub,1997,Entity_713,Consulting transaction,Cash,Admin,Johannesburg
301225,07 Feb 2026,Card,Income,Consulting,Consulting Sub,5281,Entity_150,Consulting transaction,EFT,Admin,Cape Town
301226,05/03/2026,Card,Income,Travel,Travel Sub,9052,Entity_268,Travel transaction,card,Admin,Pretoria
301227,2026-01-26,Card,Income,Software,Software Sub,8506,Entity_539,Software transaction,Cash,Operations,cape town
301228,2026/01/26,Card,Income,Marketing,Marketing Sub,623,Entity_422,Marketing transaction,card,Operations,cape town
301229,2026-01-02,Business,Expense,Utilities,Utilities Sub,-10462,Entity_239,Utilities transaction,Cash,Admin,Pretoria
301230,2026-02-11,Business,Expense,Travel,Travel Sub,"-13,557",Entity_181,Travel transaction,EFT,Operations,Durban
301231,2026-01-13,Business,Income,Travel,Travel Sub,7904,Entity_148,Travel transaction,EFT,Admin,Durban
301232,2026-03-10,Business,Income,Software,Software Sub,2831,Entity_873,Software transaction,card,Sales,cape town
301233,2026-02-05,Business,Income,Utilities,Utilities Sub,15247,Entity_593,Utilities transaction,Cash,Sales,Pretoria
301234,21 Jan 2026,Card,Expense,Rent,Rent Sub,-16203,Entity_499,Rent transaction,card,Operations,Johannesburg
301235,2026-02-04,Business,Income,Sales,Sales Sub,5531,Entity_144,Sales transaction,EFT,Admin,Pretoria
301236,2026/03/25,Card,Income,Software,Software Sub,4674,Entity_510,Software transaction,EFT,Admin,Pretoria
301237,17 Feb 2026,Business,Income,Utilities,Utilities Sub,"9,744",Entity_228,Utilities transaction,EFT,Sales,Durban
301238,12/01/2026,Card,Income,Consulting,Consulting Sub,8449,Entity_928,Consulting transaction,eft,Sales,Durban
301239,2026-02-14,Business,Income,Marketing,Marketing Sub,7985,Entity_758,Marketing transaction,Card,Admin,Durban
301240,17/02/2026,Business,Income,Marketing,Marketing Sub,9970,Entity_612,Marketing transaction,EFT,Admin,Cape Town
301241,2026-03-15,Card,Income,Marketing,Marketing Sub,3655,Entity_909,Marketing transaction,EFT,Operations,Cape Town
301242,04 Jan 2026,Business,Expense,Software,Software Sub,-14848,Entity_287,Software transaction,Card,Operations,cape town
301243,2026/03/27,Card,Income,Rent,Rent Sub,4866,Entity_61,Rent transaction,card,Sales,Durban
301244,2026/02/13,Business,Expense,Consulting,Consulting Sub,-10788,Entity_428,Consulting transaction,eft,Sales,Durban
301245,2026-02-28,Card,Income,Utilities,Utilities Sub,11931,Entity_100,Utilities transaction,EFT,Operations,Pretoria
301246,06 Mar 2026,Business,Expense,Marketing,Marketing Sub,-11321,Entity_656,Marketing transaction,Cash,Sales,Durban
301247,2026/02/18,Business,Income,Consulting,Consulting Sub,9533,Entity_902,Consulting transaction,Cash,Sales,cape town
301248,15 Feb 2026,Card,Income,Travel,Travel Sub,5426,Entity_281,Travel transaction,eft,Operations,Cape Town
301249,07 Mar 2026,Business,Expense,Software,Software Sub,-4769,Entity_796,Software transaction,eft,Operations,Johannesburg
301250,2026-03-27,Business,Income,Sales,Sales Sub,4010,Entity_373,Sales transaction,card,Admin,Johannesburg
301251,01 Jan 2026,Business,Expense,Software,Software Sub,-19213,Entity_278,Software transaction,eft,Admin,Durban
301252,2026/01/23,Card,Expense,Marketing,Marketing Sub,-2767,Entity_921,Marketing transaction,Cash,Admin,Johannesburg
301253,29/01/2026,Business,Expense,Marketing,Marketing Sub,-1114,Entity_901,Marketing transaction,EFT,Admin,cape town
301254,01/03/2026,Business,Income,Marketing,Marketing Sub,4707,Entity_306,Marketing transaction,eft,Sales,Durban
301255,2026-01-07,Business,Expense,Travel,Travel Sub,-13858,Entity_48,Travel transaction,eft,Admin,Pretoria
301256,2026-01-09,Card,Expense,Travel,Travel Sub,-18277,Entity_442,Travel transaction,EFT,Sales,Cape Town
301257,25 Jan 2026,Business,Income,Utilities,Utilities Sub,16628,Entity_721,Utilities transaction,EFT,Admin,cape town
301258,2026/02/12,Business,Income,Utilities,Utilities Sub,6247,Entity_113,Utilities transaction,card,Admin,Pretoria
301259,2026-02-15,Business,Expense,Utilities,Utilities Sub,-7003,Entity_767,Utilities transaction,EFT,Admin,Pretoria
301260,2026-03-22,Business,Expense,Rent,Rent Sub,-13425,Entity_806,Rent transaction,eft,Operations,Pretoria
301261,19/01/2026,Card,Income,Software,Software Sub,3734,Entity_460,Software transaction,card,Sales,Cape Town
301262,18 Jan 2026,Card,Expense,Consulting,Consulting Sub,-18129,Entity_575,Consulting transaction,Cash,Sales,cape town
301263,2026/02/01,Business,Income,Utilities,Utilities Sub,1955,Entity_227,Utilities transaction,card,Sales,cape town
301264,2026/02/26,Card,Expense,Consulting,Consulting Sub,-9286,Entity_10,Consulting transaction,eft,Operations,Cape Town
301265,2026-03-25,Business,Expense,Sales,Sales Sub,-4038,Entity_513,Sales transaction,eft,Admin,Johannesburg
301266,28 Jan 2026,Card,Expense,Marketing,Marketing Sub,"-16,695",Entity_136,Marketing transaction,Card,Admin,Johannesburg
