TransactionID,Date,StoreID,City,ProductID,Product,Category,Price,Quantity,Discount,Revenue,PaymentMethod,Cashier,CustomerID,ExpectedRevenue
100978,2026-03-03T00:00:00Z,3,Pretoria,257,Laptop,Electronics,1200,3,10,3240,Card,Cashier_30,4657,3240
100979,2026-02-03T00:00:00Z,6,Cape Town,180,Laptop,Electronics,1200,5,0,6000,Cash,Cashier_38,2943,6000
100980,2026-03-24T00:00:00Z,8,Durban,295,Monitor,Electronics,300,5,5,1425,Eft,Cashier_39,3811,1425
100981,2026-02-07T00:00:00Z,9,Durban,115,Monitor,Electronics,300,2,10,540,Eft,Cashier_16,4323,540
100982,2026-01-23T00:00:00Z,6,Cape Town,160,Laptop,Electronics,1200,4,5,4560,Eft,Cashier_24,3327,4560
100983,2026-01-08T00:00:00Z,9,Pretoria,158,Laptop,Electronics,1200,3,5,3420,Eft,Cashier_26,4411,3420
100984,2026-03-08T00:00:00Z,9,Cape Town,252,Laptop,Electronics,1200,2,5,2280,Eft,Cashier_9,2688,2280
100985,2026-01-18T00:00:00Z,7,Johannesburg,128,Laptop,Electronics,1200,3,10,3240,Eft,Cashier_28,2042,3240
100986,2026-02-10T00:00:00Z,7,Johannesburg,239,Laptop,Electronics,1200,4,5,4560,Card,Cashier_22,3139,4560
100987,2026-02-28T00:00:00Z,3,Cape Town,251,Monitor,Electronics,300,1,0,300,Card,Cashier_22,1476,300
100988,2026-02-05T00:00:00Z,1,Durban,179,Mouse,Accessories,25,2,0,50,Cash,Cashier_27,1322,50
100989,2026-01-08T00:00:00Z,5,Cape Town,128,Laptop,Electronics,1200,3,0,3600,Card,Cashier_15,1040,3600
100990,2026-03-03T00:00:00Z,6,Pretoria,111,Monitor,Electronics,300,4,0,1200,Card,Cashier_8,1912,1200
100991,2026-01-07T00:00:00Z,3,Cape Town,288,Keyboard,Accessories,45,5,0,225,Card,Cashier_11,3892,225
100992,2026-01-07T00:00:00Z,2,Johannesburg,201,Monitor,Electronics,300,5,0,1500,Cash,Cashier_20,3076,1500
100993,2026-01-08T00:00:00Z,5,Cape Town,246,Keyboard,Accessories,45,1,0,45,Cash,Cashier_29,3543,45
100994,2026-01-05T00:00:00Z,9,Pretoria,254,Keyboard,Accessories,45,2,0,90,Eft,Cashier_17,4290,90
100995,2026-02-16T00:00:00Z,4,Johannesburg,129,Monitor,Electronics,300,5,0,1500,Eft,Cashier_40,2528,1500
100996,2026-02-04T00:00:00Z,4,Pretoria,194,Keyboard,Accessories,45,5,10,202.5,Eft,Cashier_12,1693,202.5
100997,2026-01-27T00:00:00Z,2,Cape Town,298,Mouse,Accessories,25,2,0,50,Card,Cashier_31,2544,50
100998,2026-02-17T00:00:00Z,3,Durban,129,Monitor,Electronics,300,2,5,570,Eft,Cashier_25,2579,570
100999,2026-03-09T00:00:00Z,2,Durban,116,Laptop,Electronics,1200,5,10,5400,Card,Cashier_11,2555,5400
101000,2026-03-11T00:00:00Z,6,Pretoria,167,Keyboard,Accessories,45,2,0,90,Card,Cashier_8,2415,90
101001,2026-01-24T00:00:00Z,4,Cape Town,240,Mouse,Accessories,25,2,0,50,Eft,Cashier_29,4671,50
101002,2026-01-26T00:00:00Z,3,Durban,254,Laptop,Electronics,1200,5,5,5700,Card,Cashier_33,3679,5700
101003,2026-03-09T00:00:00Z,1,Pretoria,189,Laptop,Electronics,1200,4,0,4800,Card,Cashier_4,4009,4800
101004,2026-03-29T00:00:00Z,7,Pretoria,197,Monitor,Electronics,300,3,0,900,Cash,Cashier_3,2147,900
101005,2026-01-26T00:00:00Z,3,Durban,248,Keyboard,Accessories,45,5,10,202.5,Eft,Cashier_24,3627,202.5
101006,2026-03-08T00:00:00Z,3,Johannesburg,295,Keyboard,Accessories,45,5,10,202.5,Cash,Cashier_9,4341,202.5
101007,2026-01-24T00:00:00Z,2,Pretoria,292,Laptop,Electronics,1200,2,5,2280,Eft,Cashier_39,2852,2280
101008,2026-01-28T00:00:00Z,8,Durban,117,Mouse,Accessories,25,4,0,100,Card,Cashier_6,4091,100
101009,2026-02-13T00:00:00Z,10,Pretoria,198,Keyboard,Accessories,45,2,5,85.5,Eft,Cashier_28,4183,85.5
101010,2026-02-18T00:00:00Z,5,Durban,263,Keyboard,Accessories,45,3,0,135,Cash,Cashier_33,1766,135
101011,2026-01-06T00:00:00Z,8,Cape Town,204,Mouse,Accessories,25,4,5,95,Card,Cashier_29,3201,95
101012,2026-01-13T00:00:00Z,4,Johannesburg,105,Mouse,Accessories,25,2,0,50,Eft,Cashier_30,2819,50
101013,2026-02-06T00:00:00Z,1,Cape Town,200,Mouse,Accessories,25,4,0,100,Card,Cashier_26,3597,100
101014,2026-03-24T00:00:00Z,3,Cape Town,145,Mouse,Accessories,25,2,0,50,Card,Cashier_17,1126,50
101015,2026-01-18T00:00:00Z,9,Johannesburg,156,Keyboard,Accessories,45,1,0,45,Card,Cashier_19,4837,45
101016,2026-02-06T00:00:00Z,8,Cape Town,221,Keyboard,Accessories,45,3,0,135,Eft,Cashier_16,1730,135
101017,2026-03-27T00:00:00Z,9,Pretoria,224,Keyboard,Accessories,45,3,5,128.25,Card,Cashier_26,3968,128.25
101018,2026-01-22T00:00:00Z,4,Cape Town,251,Laptop,Electronics,1200,2,0,2400,Card,Cashier_40,3875,2400
101019,2026-02-08T00:00:00Z,1,Johannesburg,132,Keyboard,Accessories,45,5,0,225,Card,Cashier_15,3087,225
101020,2026-01-19T00:00:00Z,5,Pretoria,225,Mouse,Accessories,25,5,0,125,Eft,Cashier_38,3806,125
101021,2026-03-23T00:00:00Z,8,Durban,254,Keyboard,Accessories,45,1,0,45,Card,Cashier_10,1846,45
101022,2026-02-16T00:00:00Z,2,Durban,211,Keyboard,Accessories,45,5,0,225,Cash,Cashier_39,4939,225
101023,2026-01-25T00:00:00Z,3,Cape Town,126,Laptop,Electronics,1200,1,5,1140,Eft,Cashier_31,4126,1140
101024,2026-03-24T00:00:00Z,5,Durban,124,Laptop,Electronics,1200,5,0,6000,Card,Cashier_38,1483,6000
101025,2026-03-01T00:00:00Z,6,Cape Town,210,Keyboard,Accessories,45,2,0,90,Card,Cashier_7,3933,90
101026,2026-03-03T00:00:00Z,5,Cape Town,299,Keyboard,Accessories,45,2,10,81,Cash,Cashier_12,4967,81
101027,2026-01-09T00:00:00Z,9,Pretoria,216,Laptop,Electronics,1200,1,0,1200,Eft,Cashier_5,1118,1200
101028,2026-02-27T00:00:00Z,5,Pretoria,280,Keyboard,Accessories,45,1,5,42.75,Cash,Cashier_38,2977,42.75
101029,2026-02-10T00:00:00Z,2,Pretoria,103,Keyboard,Accessories,45,5,0,225,Card,Cashier_9,2607,225
101030,2026-01-30T00:00:00Z,10,Cape Town,185,Monitor,Electronics,300,3,0,900,Eft,Cashier_8,2778,900
101031,2026-01-15T00:00:00Z,3,Cape Town,203,Keyboard,Accessories,45,1,5,42.75,Eft,Cashier_39,4334,42.75
101032,2026-03-15T00:00:00Z,9,Johannesburg,192,Mouse,Accessories,25,5,0,125,Card,Cashier_40,2592,125
101033,2026-03-01T00:00:00Z,2,Johannesburg,220,Keyboard,Accessories,45,3,5,128.25,Cash,Cashier_19,4885,128.25
101034,2026-01-13T00:00:00Z,10,Durban,228,Mouse,Accessories,25,3,0,75,Eft,Cashier_13,4815,75
101035,2026-03-07T00:00:00Z,4,Johannesburg,220,Keyboard,Accessories,45,5,5,213.75,Card,Cashier_12,3247,213.75
101036,2026-01-09T00:00:00Z,3,Pretoria,207,Mouse,Accessories,25,3,5,71.25,Card,Cashier_9,3766,71.25
101037,2026-02-13T00:00:00Z,2,Pretoria,284,Laptop,Electronics,1200,3,0,3600,Card,Cashier_16,2902,3600
101038,2026-01-30T00:00:00Z,1,Johannesburg,240,Laptop,Electronics,1200,5,5,5700,Card,Cashier_27,5000,5700
101039,2026-03-28T00:00:00Z,5,Cape Town,171,Laptop,Electronics,1200,5,5,5700,Eft,Cashier_25,2774,5700
101040,2026-01-13T00:00:00Z,4,Cape Town,255,Mouse,Accessories,25,3,0,75,Eft,Cashier_23,2224,75
101041,2026-02-24T00:00:00Z,2,Pretoria,272,Monitor,Electronics,300,3,10,810,Eft,Cashier_2,4387,810
101042,2026-03-08T00:00:00Z,3,Durban,290,Laptop,Electronics,1200,1,5,1140,Cash,Cashier_14,1497,1140
101043,2026-01-24T00:00:00Z,8,Durban,296,Mouse,Accessories,25,5,0,125,Eft,Cashier_38,2321,125
101044,2026-03-22T00:00:00Z,9,Johannesburg,269,Keyboard,Accessories,45,5,5,213.75,Cash,Cashier_35,2102,213.75
101045,2026-01-07T00:00:00Z,7,Johannesburg,110,Laptop,Electronics,1200,5,0,6000,Eft,Cashier_28,4713,6000
101046,2026-01-14T00:00:00Z,4,Cape Town,273,Keyboard,Accessories,45,4,10,162,Cash,Cashier_17,4099,162
101047,2026-02-20T00:00:00Z,5,Johannesburg,225,Mouse,Accessories,25,4,5,95,Eft,Cashier_13,2473,95
101048,2026-01-23T00:00:00Z,6,Cape Town,291,Keyboard,Accessories,45,3,0,135,Cash,Cashier_20,3781,135
101049,2026-02-10T00:00:00Z,8,Pretoria,199,Monitor,Electronics,300,1,0,300,Card,Cashier_33,1081,300
101050,2026-01-09T00:00:00Z,4,Johannesburg,143,Mouse,Accessories,25,2,0,50,Cash,Cashier_2,3581,50
101051,2026-03-10T00:00:00Z,2,Cape Town,255,Mouse,Accessories,25,3,0,75,Cash,Cashier_15,2887,75
101052,2026-01-16T00:00:00Z,1,Cape Town,234,Mouse,Accessories,25,4,10,90,Cash,Cashier_40,4351,90
101053,2026-02-04T00:00:00Z,9,Johannesburg,131,Monitor,Electronics,300,5,0,1500,Card,Cashier_15,4973,1500
101054,2026-03-02T00:00:00Z,1,Pretoria,194,Monitor,Electronics,300,4,0,1200,Card,Cashier_18,3429,1200
101055,2026-01-02T00:00:00Z,4,Pretoria,298,Mouse,Accessories,25,5,0,125,Eft,Cashier_10,1981,125
101056,2026-01-19T00:00:00Z,7,Durban,256,Keyboard,Accessories,45,2,10,81,Eft,Cashier_8,3075,81
101057,2026-03-29T00:00:00Z,7,Pretoria,270,Laptop,Electronics,1200,4,5,4560,Card,Cashier_40,3221,4560
101058,2026-03-19T00:00:00Z,10,Durban,255,Laptop,Electronics,1200,3,0,3600,Eft,Cashier_23,2543,3600
101059,2026-02-12T00:00:00Z,6,Pretoria,134,Monitor,Electronics,300,1,0,300,Eft,Cashier_12,3727,300
101060,2026-01-17T00:00:00Z,7,Cape Town,262,Mouse,Accessories,25,2,0,50,Eft,Cashier_24,1556,50
101061,2026-02-26T00:00:00Z,8,Cape Town,208,Keyboard,Accessories,45,2,0,90,Eft,Cashier_27,1475,90
101062,2026-03-03T00:00:00Z,8,Pretoria,209,Keyboard,Accessories,45,2,0,90,Card,Cashier_15,1714,90
101063,2026-03-07T00:00:00Z,10,Cape Town,119,Mouse,Accessories,25,2,10,45,Cash,Cashier_35,1457,45
101064,2026-03-20T00:00:00Z,4,Durban,103,Monitor,Electronics,300,4,0,1200,Eft,Cashier_31,3538,1200
101065,2026-01-24T00:00:00Z,6,Cape Town,114,Laptop,Electronics,1200,3,10,3240,Cash,Cashier_11,3933,3240
101066,2026-03-12T00:00:00Z,7,Johannesburg,271,Mouse,Accessories,25,2,0,50,Card,Cashier_38,4768,50
101067,2026-03-23T00:00:00Z,4,Johannesburg,262,Monitor,Electronics,300,3,0,900,Eft,Cashier_25,2426,900
101068,2026-02-04T00:00:00Z,4,Cape Town,283,Mouse,Accessories,25,5,0,125,Card,Cashier_11,2432,125
101069,2026-02-06T00:00:00Z,1,Johannesburg,175,Mouse,Accessories,25,5,5,118.75,Card,Cashier_7,4009,118.75
101070,2026-02-06T00:00:00Z,5,Durban,184,Keyboard,Accessories,45,2,0,90,Eft,Cashier_1,1150,90
101071,2026-01-18T00:00:00Z,2,Durban,223,Keyboard,Accessories,45,1,10,40.5,Card,Cashier_32,1424,40.5
101072,2026-03-24T00:00:00Z,9,Pretoria,168,Laptop,Electronics,1200,5,10,5400,Cash,Cashier_9,2195,5400
101073,2026-02-26T00:00:00Z,7,Johannesburg,283,Monitor,Electronics,300,2,5,570,Cash,Cashier_14,4634,570
101074,2026-01-03T00:00:00Z,10,Cape Town,266,Mouse,Accessories,25,2,0,50,Cash,Cashier_16,2504,50
101075,2026-01-17T00:00:00Z,5,Johannesburg,206,Mouse,Accessories,25,2,10,45,Eft,Cashier_29,4911,45
101076,2026-01-04T00:00:00Z,2,Johannesburg,160,Monitor,Electronics,300,3,0,900,Card,Cashier_15,4723,900
101077,2026-02-19T00:00:00Z,3,Cape Town,278,Keyboard,Accessories,45,5,0,225,Card,Cashier_31,1481,225
101078,2026-03-15T00:00:00Z,9,Durban,209,Laptop,Electronics,1200,1,5,1140,Card,Cashier_25,3030,1140
101079,2026-03-11T00:00:00Z,6,Durban,122,Laptop,Electronics,1200,5,10,5400,Cash,Cashier_9,4786,5400
101080,2026-03-12T00:00:00Z,6,Pretoria,244,Laptop,Electronics,1200,3,0,3600,Card,Cashier_38,1279,3600
101081,2026-01-13T00:00:00Z,10,Cape Town,270,Mouse,Accessories,25,3,10,67.5,Card,Cashier_17,3050,67.5
101082,2026-03-25T00:00:00Z,2,Durban,132,Monitor,Electronics,300,5,0,1500,Card,Cashier_5,4056,1500
101083,2026-01-12T00:00:00Z,5,Johannesburg,277,Monitor,Electronics,300,2,0,600,Eft,Cashier_30,3416,600
101084,2026-02-07T00:00:00Z,3,Durban,165,Monitor,Electronics,300,5,0,1500,Cash,Cashier_3,3668,1500
101085,2026-03-15T00:00:00Z,8,Cape Town,214,Monitor,Electronics,300,3,5,855,Cash,Cashier_15,1628,855
101086,2026-01-17T00:00:00Z,9,Cape Town,254,Mouse,Accessories,25,5,0,125,Eft,Cashier_12,4375,125
101087,2026-02-13T00:00:00Z,8,Johannesburg,276,Keyboard,Accessories,45,5,10,202.5,Cash,Cashier_19,3517,202.5
101088,2026-03-20T00:00:00Z,8,Cape Town,186,Keyboard,Accessories,45,1,0,45,Eft,Cashier_11,2462,45
101089,2026-03-31T00:00:00Z,2,Johannesburg,134,Mouse,Accessories,25,5,10,112.5,Card,Cashier_9,4666,112.5
101090,2026-03-16T00:00:00Z,9,Pretoria,115,Laptop,Electronics,1200,2,5,2280,Card,Cashier_36,3653,2280
101091,2026-02-12T00:00:00Z,7,Pretoria,217,Mouse,Accessories,25,3,10,67.5,Eft,Cashier_4,2989,67.5
101092,2026-03-30T00:00:00Z,10,Cape Town,203,Keyboard,Accessories,45,2,0,90,Card,Cashier_9,1710,90
101093,2026-02-03T00:00:00Z,9,Johannesburg,205,Laptop,Electronics,1200,3,0,3600,Card,Cashier_31,3931,3600
101094,2026-02-18T00:00:00Z,2,Cape Town,187,Laptop,Electronics,1200,4,0,4800,Eft,Cashier_34,4226,4800
101095,2026-01-17T00:00:00Z,9,Pretoria,197,Laptop,Electronics,1200,2,0,2400,Eft,Cashier_3,3416,2400
101096,2026-01-20T00:00:00Z,5,Johannesburg,168,Monitor,Electronics,300,4,10,1080,Card,Cashier_21,3974,1080
101097,2026-03-05T00:00:00Z,4,Cape Town,136,Monitor,Electronics,300,5,0,1500,Card,Cashier_1,2765,1500
101098,2026-01-14T00:00:00Z,10,Pretoria,196,Keyboard,Accessories,45,3,0,135,Cash,Cashier_2,2665,135
101099,2026-03-30T00:00:00Z,8,Johannesburg,162,Monitor,Electronics,300,2,5,570,Card,Cashier_22,1883,570
101100,2026-03-05T00:00:00Z,4,Durban,146,Monitor,Electronics,300,1,5,285,Cash,Cashier_31,1090,285
101101,2026-01-26T00:00:00Z,3,Durban,247,Monitor,Electronics,300,5,10,1350,Eft,Cashier_14,1779,1350
101102,2026-01-22T00:00:00Z,7,Cape Town,275,Laptop,Electronics,1200,1,0,1200,Eft,Cashier_24,3090,1200
101103,2026-01-29T00:00:00Z,3,Durban,212,Laptop,Electronics,1200,3,0,3600,Cash,Cashier_2,3138,3600
101104,2026-03-14T00:00:00Z,10,Cape Town,199,Keyboard,Accessories,45,1,10,40.5,Cash,Cashier_21,1557,40.5
101105,2026-03-02T00:00:00Z,7,Cape Town,170,Mouse,Accessories,25,5,10,112.5,Eft,Cashier_22,3535,112.5
101106,2026-01-03T00:00:00Z,9,Cape Town,168,Mouse,Accessories,25,3,0,75,Cash,Cashier_13,4379,75
101107,2026-02-26T00:00:00Z,8,Cape Town,179,Laptop,Electronics,1200,5,0,6000,Card,Cashier_11,3992,6000
101108,2026-01-20T00:00:00Z,8,Pretoria,125,Mouse,Accessories,25,1,0,25,Cash,Cashier_40,1577,25
101109,2026-03-16T00:00:00Z,10,Cape Town,227,Laptop,Electronics,1200,5,0,6000,Card,Cashier_17,4170,6000
101110,2026-01-13T00:00:00Z,8,Cape Town,166,Mouse,Accessories,25,3,5,71.25,Eft,Cashier_35,1451,71.25
101111,2026-02-05T00:00:00Z,5,Pretoria,286,Keyboard,Accessories,45,3,5,128.25,Eft,Cashier_25,2623,128.25
101112,2026-02-26T00:00:00Z,8,Johannesburg,119,Mouse,Accessories,25,3,0,75,Cash,Cashier_34,2079,75
101113,2026-03-27T00:00:00Z,1,Durban,175,Mouse,Accessories,25,4,10,90,Cash,Cashier_4,1150,90
101114,2026-03-29T00:00:00Z,6,Johannesburg,204,Mouse,Accessories,25,4,5,95,Card,Cashier_18,1760,95
101115,2026-01-21T00:00:00Z,10,Pretoria,126,Keyboard,Accessories,45,1,0,45,Eft,Cashier_40,4721,45
101116,2026-01-15T00:00:00Z,6,Cape Town,125,Keyboard,Accessories,45,1,0,45,Eft,Cashier_39,3518,45
101117,2026-01-29T00:00:00Z,3,Cape Town,132,Keyboard,Accessories,45,5,0,225,Card,Cashier_9,1808,225
101118,2026-03-23T00:00:00Z,6,Pretoria,100,Monitor,Electronics,300,3,10,810,Card,Cashier_17,3140,810
101119,2026-03-31T00:00:00Z,7,Johannesburg,168,Mouse,Accessories,25,1,10,22.5,Card,Cashier_8,1958,22.5
101120,2026-03-03T00:00:00Z,4,Cape Town,207,Keyboard,Accessories,45,1,5,42.75,Eft,Cashier_9,2432,42.75
101121,2026-01-20T00:00:00Z,7,Cape Town,185,Laptop,Electronics,1200,1,0,1200,Cash,Cashier_6,1196,1200
101122,2026-03-10T00:00:00Z,3,Johannesburg,134,Keyboard,Accessories,45,2,10,81,Eft,Cashier_38,3506,81
101123,2026-03-13T00:00:00Z,4,Cape Town,163,Laptop,Electronics,1200,2,5,2280,Eft,Cashier_27,2385,2280
101124,2026-02-19T00:00:00Z,6,Cape Town,204,Laptop,Electronics,1200,1,0,1200,Card,Cashier_33,4300,1200
101125,2026-03-30T00:00:00Z,2,Pretoria,254,Monitor,Electronics,300,5,0,1500,Cash,Cashier_7,2967,1500
101126,2026-02-26T00:00:00Z,3,Cape Town,115,Keyboard,Accessories,45,3,0,135,Eft,Cashier_4,4387,135
101127,2026-03-23T00:00:00Z,7,Pretoria,110,Keyboard,Accessories,45,2,0,90,Cash,Cashier_39,3240,90
101128,2026-01-14T00:00:00Z,10,Pretoria,232,Mouse,Accessories,25,1,10,22.5,Eft,Cashier_2,1805,22.5
101129,2026-03-26T00:00:00Z,10,Durban,199,Keyboard,Accessories,45,4,0,180,Card,Cashier_40,4665,180
101130,2026-01-20T00:00:00Z,9,Pretoria,270,Mouse,Accessories,25,1,5,23.75,Card,Cashier_11,2552,23.75
101131,2026-01-22T00:00:00Z,5,Pretoria,132,Monitor,Electronics,300,5,5,1425,Cash,Cashier_5,4470,1425
101132,2026-01-30T00:00:00Z,4,Durban,156,Monitor,Electronics,300,3,0,900,Eft,Cashier_39,2880,900
101133,2026-03-13T00:00:00Z,1,Cape Town,152,Monitor,Electronics,300,2,0,600,Card,Cashier_15,1133,600
101134,2026-01-04T00:00:00Z,10,Johannesburg,187,Monitor,Electronics,300,3,5,855,Eft,Cashier_23,1431,855
101135,2026-01-04T00:00:00Z,7,Cape Town,238,Laptop,Electronics,1200,1,10,1080,Eft,Cashier_8,3582,1080
101136,2026-03-16T00:00:00Z,1,Cape Town,282,Mouse,Accessories,25,1,5,23.75,Eft,Cashier_7,4679,23.75
101137,2026-03-19T00:00:00Z,10,Johannesburg,144,Mouse,Accessories,25,3,0,75,Card,Cashier_24,2616,75
101138,2026-01-23T00:00:00Z,5,Pretoria,288,Laptop,Electronics,1200,1,0,1200,Eft,Cashier_24,1603,1200
101139,2026-03-22T00:00:00Z,5,Cape Town,180,Monitor,Electronics,300,4,5,1140,Eft,Cashier_30,2651,1140
101140,2026-01-22T00:00:00Z,9,Pretoria,230,Mouse,Accessories,25,4,5,95,Card,Cashier_1,1233,95
101141,2026-03-10T00:00:00Z,10,Johannesburg,113,Laptop,Electronics,1200,2,0,2400,Cash,Cashier_4,1752,2400
101142,2026-02-13T00:00:00Z,1,Pretoria,119,Keyboard,Accessories,45,3,0,135,Cash,Cashier_38,2191,135
101143,2026-01-09T00:00:00Z,4,Durban,170,Monitor,Electronics,300,3,10,810,Eft,Cashier_40,1160,810
101144,2026-01-28T00:00:00Z,5,Pretoria,201,Laptop,Electronics,1200,2,5,2280,Eft,Cashier_25,4658,2280
101145,2026-02-06T00:00:00Z,5,Cape Town,270,Mouse,Accessories,25,4,0,100,Card,Cashier_25,2901,100
101146,2026-01-17T00:00:00Z,1,Cape Town,225,Mouse,Accessories,25,5,0,125,Card,Cashier_3,3567,125
101147,2026-03-21T00:00:00Z,7,Pretoria,128,Keyboard,Accessories,45,3,0,135,Eft,Cashier_33,1523,135
101148,2026-03-20T00:00:00Z,2,Pretoria,104,Mouse,Accessories,25,1,0,25,Card,Cashier_7,1151,25
101149,2026-02-03T00:00:00Z,10,Johannesburg,209,Laptop,Electronics,1200,2,10,2160,Eft,Cashier_20,4613,2160
101150,2026-02-02T00:00:00Z,9,Johannesburg,189,Laptop,Electronics,1200,5,10,5400,Card,Cashier_6,4826,5400
101151,2026-02-19T00:00:00Z,6,Cape Town,289,Monitor,Electronics,300,3,5,855,Eft,Cashier_11,1387,855
101152,2026-02-26T00:00:00Z,3,Cape Town,268,Mouse,Accessories,25,5,0,125,Card,Cashier_20,1259,125
101153,2026-02-10T00:00:00Z,10,Cape Town,184,Mouse,Accessories,25,5,0,125,Eft,Cashier_22,2484,125
101154,2026-03-14T00:00:00Z,6,Cape Town,160,Laptop,Electronics,1200,5,5,5700,Eft,Cashier_7,4702,5700
101155,2026-02-23T00:00:00Z,4,Pretoria,279,Monitor,Electronics,300,4,5,1140,Card,Cashier_30,4382,1140
101156,2026-03-18T00:00:00Z,4,Cape Town,279,Mouse,Accessories,25,1,0,25,Eft,Cashier_10,1775,25
101157,2026-03-12T00:00:00Z,9,Cape Town,282,Laptop,Electronics,1200,3,0,3600,Card,Cashier_5,2143,3600
101158,2026-02-07T00:00:00Z,9,Johannesburg,276,Mouse,Accessories,25,5,0,125,Card,Cashier_27,2709,125
101159,2026-01-17T00:00:00Z,5,Cape Town,294,Mouse,Accessories,25,4,5,95,Card,Cashier_28,2632,95
101160,2026-02-12T00:00:00Z,1,Cape Town,245,Keyboard,Accessories,45,1,0,45,Card,Cashier_19,2510,45
101161,2026-01-25T00:00:00Z,6,Pretoria,103,Laptop,Electronics,1200,1,5,1140,Cash,Cashier_18,2922,1140
101162,2026-03-02T00:00:00Z,9,Cape Town,129,Mouse,Accessories,25,1,10,22.5,Cash,Cashier_30,1595,22.5
101163,2026-01-17T00:00:00Z,4,Johannesburg,210,Mouse,Accessories,25,4,0,100,Eft,Cashier_11,4676,100
101164,2026-01-04T00:00:00Z,3,Cape Town,214,Monitor,Electronics,300,2,0,600,Eft,Cashier_14,3946,600
101165,2026-02-05T00:00:00Z,3,Pretoria,235,Keyboard,Accessories,45,4,0,180,Card,Cashier_2,4266,180
101166,2026-03-09T00:00:00Z,10,Durban,244,Monitor,Electronics,300,3,0,900,Cash,Cashier_4,4702,900
101167,2026-03-24T00:00:00Z,8,Johannesburg,264,Keyboard,Accessories,45,4,0,180,Card,Cashier_3,2349,180
101168,2026-01-20T00:00:00Z,9,Pretoria,213,Mouse,Accessories,25,3,0,75,Card,Cashier_14,2748,75
101169,2026-02-02T00:00:00Z,4,Durban,119,Mouse,Accessories,25,4,0,100,Eft,Cashier_19,2941,100
101170,2026-01-06T00:00:00Z,4,Johannesburg,153,Monitor,Electronics,300,4,0,1200,Eft,Cashier_40,1418,1200
101171,2026-01-07T00:00:00Z,7,Cape Town,195,Monitor,Electronics,300,4,0,1200,Card,Cashier_10,4880,1200
101172,2026-02-28T00:00:00Z,8,Pretoria,194,Mouse,Accessories,25,2,0,50,Card,Cashier_31,2559,50
101173,2026-01-10T00:00:00Z,5,Cape Town,255,Monitor,Electronics,300,4,0,1200,Card,Cashier_18,3375,1200
101174,2026-03-23T00:00:00Z,8,Cape Town,237,Mouse,Accessories,25,1,10,22.5,Cash,Cashier_32,2206,22.5
101175,2026-02-10T00:00:00Z,7,Johannesburg,110,Monitor,Electronics,300,5,5,1425,Cash,Cashier_32,3097,1425
101176,2026-02-13T00:00:00Z,10,Pretoria,296,Keyboard,Accessories,45,2,10,81,Eft,Cashier_34,4336,81
101177,2026-03-24T00:00:00Z,7,Durban,215,Mouse,Accessories,25,2,5,47.5,Eft,Cashier_28,3184,47.5
101178,2026-01-27T00:00:00Z,6,Johannesburg,242,Laptop,Electronics,1200,5,0,6000,Eft,Cashier_33,2454,6000
101179,2026-03-09T00:00:00Z,2,Durban,237,Keyboard,Accessories,45,1,5,42.75,Cash,Cashier_23,3455,42.75
101180,2026-03-01T00:00:00Z,1,Johannesburg,287,Mouse,Accessories,25,2,0,50,Eft,Cashier_6,2800,50
101181,2026-01-25T00:00:00Z,7,Cape Town,204,Monitor,Electronics,300,4,0,1200,Card,Cashier_38,2689,1200
101182,2026-01-08T00:00:00Z,2,Pretoria,118,Monitor,Electronics,300,3,10,810,Eft,Cashier_21,1630,810
101183,2026-01-01T00:00:00Z,7,Johannesburg,122,Laptop,Electronics,1200,3,5,3420,Cash,Cashier_21,4968,3420
101184,2026-03-07T00:00:00Z,4,Pretoria,222,Mouse,Accessories,25,1,0,25,Card,Cashier_12,4302,25
101185,2026-02-15T00:00:00Z,10,Pretoria,166,Laptop,Electronics,1200,3,10,3240,Card,Cashier_30,3539,3240
101186,2026-01-06T00:00:00Z,10,Johannesburg,123,Monitor,Electronics,300,3,5,855,Eft,Cashier_16,2500,855
101187,2026-02-17T00:00:00Z,1,Cape Town,188,Keyboard,Accessories,45,4,5,171,Card,Cashier_9,4499,171
101188,2026-03-18T00:00:00Z,10,Johannesburg,198,Monitor,Electronics,300,1,5,285,Eft,Cashier_17,4957,285
101189,2026-02-01T00:00:00Z,9,Pretoria,149,Keyboard,Accessories,45,5,10,202.5,Card,Cashier_2,2645,202.5
101190,2026-02-02T00:00:00Z,8,Pretoria,164,Laptop,Electronics,1200,2,0,2400,Card,Cashier_15,3335,2400
101191,2026-02-08T00:00:00Z,9,Cape Town,165,Keyboard,Accessories,45,2,0,90,Card,Cashier_6,1066,90
101192,2026-01-25T00:00:00Z,4,Durban,264,Mouse,Accessories,25,2,0,50,Eft,Cashier_39,3192,50
101193,2026-03-30T00:00:00Z,5,Cape Town,126,Monitor,Electronics,300,4,10,1080,Cash,Cashier_33,4563,1080
101194,2026-03-19T00:00:00Z,3,Durban,114,Mouse,Accessories,25,4,10,90,Eft,Cashier_27,1415,90
101195,2026-03-16T00:00:00Z,10,Cape Town,242,Keyboard,Accessories,45,1,0,45,Card,Cashier_32,4748,45
101196,2026-03-25T00:00:00Z,3,Pretoria,134,Mouse,Accessories,25,3,10,67.5,Eft,Cashier_21,1238,67.5
101197,2026-02-14T00:00:00Z,1,Durban,226,Laptop,Electronics,1200,4,0,4800,Eft,Cashier_23,2016,4800
