TransactionID,Date,Account,Type,Category,Subcategory,Amount,VendorClient,Description,PaymentMethod,Department,City,Month,Revenue,Expense
300966,2026-01-31,Card,Expense,Marketing,Marketing Sub,-15944,Entity_313,Marketing Transaction,Card,Admin,Cape Town,2026-01,0,15944
300967,2026-03-25,Card,Expense,Travel,Travel Sub,-13012,Entity_906,Travel Transaction,Card,Sales,Durban,2026-03,0,13012
300968,2026-02-05,Card,Expense,Rent,Rent Sub,-6376,Entity_628,Rent Transaction,Cash,Sales,Cape Town,2026-02,0,6376
300969,2026-01-20,Business,Income,Consulting,Consulting Sub,3954,Entity_155,Consulting Transaction,Cash,Admin,Cape Town,2026-01,3954,0
300970,2026-01-03,Card,Expense,Sales,Sales Sub,-12440,Entity_643,Sales Transaction,Eft,Admin,Pretoria,2026-01,0,12440
300971,2026-02-28,Card,Expense,Utilities,Utilities Sub,-12366,Entity_944,Utilities Transaction,Eft,Operations,Cape Town,2026-02,0,12366
300972,2026-03-03,Card,Income,Marketing,Marketing Sub,14089,Entity_181,Marketing Transaction,Card,Sales,Cape Town,2026-03,14089,0
300973,2026-03-23,Card,Income,Software,Software Sub,13888,Entity_303,Software Transaction,Eft,Sales,Durban,2026-03,13888,0
300974,2026-03-26,Business,Income,Software,Software Sub,7357,Entity_541,Software Transaction,Eft,Sales,Durban,2026-03,7357,0
300975,2026-03-15,Card,Expense,Travel,Travel Sub,-12437,Entity_132,Travel Transaction,Eft,Admin,Johannesburg,2026-03,0,12437
300976,2026-03-13,Card,Expense,Utilities,Utilities Sub,-1945,Entity_169,Utilities Transaction,Card,Operations,Johannesburg,2026-03,0,1945
300977,2026-02-07,Card,Income,Software,Software Sub,702,Entity_154,Software Transaction,Card,Sales,Durban,2026-02,702,0
300978,2026-03-11,Business,Expense,Rent,Rent Sub,-13294,Entity_114,Rent Transaction,Eft,Admin,Pretoria,2026-03,0,13294
300979,2026-01-25,Card,Income,Sales,Sales Sub,5480,Entity_479,Sales Transaction,Eft,Operations,Pretoria,2026-01,5480,0
300980,2026-02-23,Card,Income,Marketing,Marketing Sub,4225,Entity_490,Marketing Transaction,Card,Operations,Durban,2026-02,4225,0
300981,2026-03-17,Card,Expense,Utilities,Utilities Sub,-2046,Entity_597,Utilities Transaction,Eft,Admin,Johannesburg,2026-03,0,2046
300982,2026-02-24,Card,Expense,Marketing,Marketing Sub,-14023,Entity_826,Marketing Transaction,Card,Sales,Cape Town,2026-02,0,14023
300983,2026-02-03,Business,Income,Rent,Rent Sub,12869,Entity_768,Rent Transaction,Eft,Operations,Durban,2026-02,12869,0
300984,2026-02-17,Card,Income,Travel,Travel Sub,17047,Entity_87,Travel Transaction,Cash,Admin,Pretoria,2026-02,17047,0
300985,2026-02-12,Card,Expense,Sales,Sales Sub,-5031,Entity_146,Sales Transaction,Card,Sales,Pretoria,2026-02,0,5031
300986,2026-01-06,Card,Income,Utilities,Utilities Sub,19309,Entity_828,Utilities Transaction,Card,Admin,Pretoria,2026-01,19309,0
300987,2026-02-17,Card,Income,Software,Software Sub,18392,Entity_972,Software Transaction,Card,Admin,Cape Town,2026-02,18392,0
300988,2026-03-06,Card,Expense,Utilities,Utilities Sub,-18260,Entity_704,Utilities Transaction,Eft,Sales,Durban,2026-03,0,18260
300989,2026-01-05,Business,Income,Rent,Rent Sub,11611,Entity_950,Rent Transaction,Card,Operations,Durban,2026-01,11611,0
300990,2026-03-08,Business,Income,Rent,Rent Sub,11447,Entity_957,Rent Transaction,Eft,Sales,Cape Town,2026-03,11447,0
300991,2026-03-09,Card,Income,Consulting,Consulting Sub,19041,Entity_712,Consulting Transaction,Cash,Operations,Pretoria,2026-03,19041,0
300992,2026-03-16,Card,Expense,Consulting,Consulting Sub,-9921,Entity_732,Consulting Transaction,Eft,Operations,Cape Town,2026-03,0,9921
300993,2026-03-20,Business,Income,Rent,Rent Sub,11008,Entity_589,Rent Transaction,Cash,Sales,Cape Town,2026-03,11008,0
300994,2026-02-20,Card,Expense,Sales,Sales Sub,-2527,Entity_725,Sales Transaction,Eft,Admin,Cape Town,2026-02,0,2527
300995,2026-02-01,Card,Expense,Rent,Rent Sub,-16584,Entity_764,Rent Transaction,Card,Admin,Durban,2026-02,0,16584
300996,2026-01-31,Card,Income,Marketing,Marketing Sub,9462,Entity_1,Marketing Transaction,Eft,Sales,Cape Town,2026-01,9462,0
300997,2026-01-21,Business,Income,Utilities,Utilities Sub,7766,Entity_875,Utilities Transaction,Eft,Sales,Cape Town,2026-01,7766,0
300998,2026-02-03,Business,Expense,Sales,Sales Sub,-18177,Entity_177,Sales Transaction,Eft,Admin,Johannesburg,2026-02,0,18177
300999,2026-03-09,Card,Expense,Rent,Rent Sub,-6309,Entity_866,Rent Transaction,Eft,Admin,Durban,2026-03,0,6309
301000,2026-01-27,Business,Income,Utilities,Utilities Sub,7712,Entity_333,Utilities Transaction,Card,Operations,Durban,2026-01,7712,0
301001,2026-02-25,Card,Income,Marketing,Marketing Sub,10153,Entity_905,Marketing Transaction,Eft,Operations,Cape Town,2026-02,10153,0
301002,2026-03-31,Business,Expense,Utilities,Utilities Sub,-18096,Entity_649,Utilities Transaction,Eft,Admin,Durban,2026-03,0,18096
301003,2026-01-18,Card,Income,Sales,Sales Sub,7928,Entity_93,Sales Transaction,Eft,Sales,Cape Town,2026-01,7928,0
301004,2026-02-22,Business,Expense,Utilities,Utilities Sub,-11400,Entity_265,Utilities Transaction,Cash,Operations,Durban,2026-02,0,11400
301005,2026-02-08,Business,Income,Utilities,Utilities Sub,14958,Entity_132,Utilities Transaction,Cash,Admin,Cape Town,2026-02,14958,0
301006,2026-02-25,Business,Expense,Sales,Sales Sub,-17689,Entity_62,Sales Transaction,Card,Operations,Pretoria,2026-02,0,17689
301007,2026-03-18,Card,Income,Travel,Travel Sub,1059,Entity_678,Travel Transaction,Card,Admin,Cape Town,2026-03,1059,0
301008,2026-03-19,Business,Expense,Sales,Sales Sub,-13222,Entity_355,Sales Transaction,Card,Sales,Cape Town,2026-03,0,13222
301009,2026-01-14,Business,Income,Rent,Rent Sub,7839,Entity_202,Rent Transaction,Eft,Admin,Pretoria,2026-01,7839,0
301010,2026-02-12,Business,Expense,Travel,Travel Sub,-3762,Entity_128,Travel Transaction,Eft,Operations,Durban,2026-02,0,3762
301011,2026-03-23,Business,Income,Software,Software Sub,6791,Entity_587,Software Transaction,Card,Operations,Cape Town,2026-03,6791,0
301012,2026-02-11,Business,Income,Travel,Travel Sub,12498,Entity_809,Travel Transaction,Cash,Sales,Johannesburg,2026-02,12498,0
301013,2026-01-20,Card,Expense,Rent,Rent Sub,-14993,Entity_779,Rent Transaction,Card,Sales,Cape Town,2026-01,0,14993
301014,2026-01-27,Business,Income,Sales,Sales Sub,6763,Entity_819,Sales Transaction,Eft,Admin,Cape Town,2026-01,6763,0
301015,2026-01-26,Business,Income,Rent,Rent Sub,16430,Entity_162,Rent Transaction,Card,Admin,Cape Town,2026-01,16430,0
301016,2026-02-01,Business,Expense,Rent,Rent Sub,-11355,Entity_883,Rent Transaction,Card,Operations,Johannesburg,2026-02,0,11355
301017,2026-01-25,Business,Income,Travel,Travel Sub,14993,Entity_70,Travel Transaction,Card,Sales,Cape Town,2026-01,14993,0
301018,2026-03-13,Business,Expense,Marketing,Marketing Sub,-5331,Entity_1,Marketing Transaction,Eft,Operations,Pretoria,2026-03,0,5331
301019,2026-03-22,Business,Income,Marketing,Marketing Sub,14549,Entity_317,Marketing Transaction,Eft,Admin,Cape Town,2026-03,14549,0
301020,2026-03-16,Business,Income,Utilities,Utilities Sub,6817,Entity_675,Utilities Transaction,Cash,Sales,Cape Town,2026-03,6817,0
301021,2026-01-19,Business,Income,Travel,Travel Sub,11280,Entity_384,Travel Transaction,Eft,Sales,Cape Town,2026-01,11280,0
301022,2026-02-22,Business,Income,Travel,Travel Sub,17771,Entity_502,Travel Transaction,Cash,Sales,Pretoria,2026-02,17771,0
301023,2026-01-16,Card,Income,Marketing,Marketing Sub,4533,Entity_349,Marketing Transaction,Cash,Sales,Durban,2026-01,4533,0
301024,2026-01-24,Card,Income,Consulting,Consulting Sub,11243,Entity_725,Consulting Transaction,Card,Sales,Johannesburg,2026-01,11243,0
301025,2026-03-16,Business,Expense,Consulting,Consulting Sub,-3997,Entity_133,Consulting Transaction,Card,Admin,Cape Town,2026-03,0,3997
301026,2026-02-26,Card,Expense,Travel,Travel Sub,-7578,Entity_466,Travel Transaction,Card,Sales,Durban,2026-02,0,7578
301027,2026-03-18,Card,Income,Consulting,Consulting Sub,13146,Entity_55,Consulting Transaction,Cash,Admin,Cape Town,2026-03,13146,0
301028,2026-01-20,Business,Income,Software,Software Sub,13472,Entity_137,Software Transaction,Card,Sales,Durban,2026-01,13472,0
301029,2026-01-09,Card,Income,Utilities,Utilities Sub,14845,Entity_177,Utilities Transaction,Eft,Admin,Durban,2026-01,14845,0
301030,2026-03-28,Card,Expense,Software,Software Sub,-8032,Entity_468,Software Transaction,Card,Sales,Cape Town,2026-03,0,8032
301031,2026-01-02,Business,Expense,Rent,Rent Sub,-13049,Entity_110,Rent Transaction,Eft,Operations,Cape Town,2026-01,0,13049
301032,2026-02-19,Business,Expense,Sales,Sales Sub,-4775,Entity_645,Sales Transaction,Cash,Operations,Pretoria,2026-02,0,4775
301033,2026-03-30,Business,Expense,Sales,Sales Sub,-1699,Entity_139,Sales Transaction,Card,Operations,Johannesburg,2026-03,0,1699
301034,2026-03-22,Card,Expense,Marketing,Marketing Sub,-2235,Entity_457,Marketing Transaction,Cash,Sales,Johannesburg,2026-03,0,2235
301035,2026-01-24,Business,Income,Marketing,Marketing Sub,2744,Entity_581,Marketing Transaction,Eft,Admin,Cape Town,2026-01,2744,0
301036,2026-01-28,Card,Expense,Utilities,Utilities Sub,-18953,Entity_511,Utilities Transaction,Card,Admin,Cape Town,2026-01,0,18953
301037,2026-02-15,Card,Expense,Software,Software Sub,-3824,Entity_922,Software Transaction,Eft,Sales,Pretoria,2026-02,0,3824
301038,2026-02-25,Business,Income,Marketing,Marketing Sub,9031,Entity_896,Marketing Transaction,Card,Sales,Johannesburg,2026-02,9031,0
301039,2026-03-30,Business,Expense,Marketing,Marketing Sub,-19904,Entity_705,Marketing Transaction,Card,Operations,Durban,2026-03,0,19904
301040,2026-01-10,Business,Expense,Utilities,Utilities Sub,-18830,Entity_844,Utilities Transaction,Card,Admin,Pretoria,2026-01,0,18830
301041,2026-02-18,Business,Income,Rent,Rent Sub,1124,Entity_369,Rent Transaction,Cash,Operations,Pretoria,2026-02,1124,0
301042,2026-01-21,Business,Expense,Rent,Rent Sub,-15595,Entity_33,Rent Transaction,Eft,Sales,Pretoria,2026-01,0,15595
301043,2026-02-10,Business,Income,Utilities,Utilities Sub,1843,Entity_253,Utilities Transaction,Card,Admin,Cape Town,2026-02,1843,0
301044,2026-03-07,Card,Expense,Marketing,Marketing Sub,-16344,Entity_348,Marketing Transaction,Cash,Operations,Pretoria,2026-03,0,16344
301045,2026-03-19,Business,Expense,Travel,Travel Sub,-4763,Entity_520,Travel Transaction,Card,Admin,Johannesburg,2026-03,0,4763
301046,2026-01-08,Card,Income,Rent,Rent Sub,7098,Entity_691,Rent Transaction,Card,Admin,Johannesburg,2026-01,7098,0
301047,2026-02-10,Business,Expense,Marketing,Marketing Sub,-8076,Entity_107,Marketing Transaction,Eft,Operations,Cape Town,2026-02,0,8076
301048,2026-02-04,Card,Income,Travel,Travel Sub,5367,Entity_589,Travel Transaction,Cash,Admin,Cape Town,2026-02,5367,0
301049,2026-03-22,Card,Income,Marketing,Marketing Sub,14036,Entity_449,Marketing Transaction,Card,Admin,Johannesburg,2026-03,14036,0
301050,2026-02-15,Business,Expense,Software,Software Sub,-12242,Entity_764,Software Transaction,Eft,Sales,Johannesburg,2026-02,0,12242
301051,2026-01-22,Business,Expense,Rent,Rent Sub,-19945,Entity_277,Rent Transaction,Card,Admin,Durban,2026-01,0,19945
301052,2026-01-01,Business,Expense,Sales,Sales Sub,-9976,Entity_466,Sales Transaction,Cash,Admin,Cape Town,2026-01,0,9976
301053,2026-01-03,Card,Expense,Marketing,Marketing Sub,-17219,Entity_670,Marketing Transaction,Card,Admin,Cape Town,2026-01,0,17219
301054,2026-01-17,Business,Expense,Travel,Travel Sub,-15298,Entity_690,Travel Transaction,Card,Operations,Cape Town,2026-01,0,15298
301055,2026-03-26,Business,Income,Marketing,Marketing Sub,10873,Entity_685,Marketing Transaction,Eft,Admin,Johannesburg,2026-03,10873,0
301056,2026-03-21,Card,Income,Software,Software Sub,18516,Entity_191,Software Transaction,Card,Operations,Johannesburg,2026-03,18516,0
301057,2026-02-06,Business,Expense,Travel,Travel Sub,-16376,Entity_924,Travel Transaction,Eft,Admin,Johannesburg,2026-02,0,16376
301058,2026-02-28,Business,Expense,Sales,Sales Sub,-19442,Entity_667,Sales Transaction,Cash,Sales,Cape Town,2026-02,0,19442
301059,2026-02-01,Card,Expense,Consulting,Consulting Sub,-19344,Entity_424,Consulting Transaction,Card,Admin,Durban,2026-02,0,19344
301060,2026-02-06,Card,Expense,Rent,Rent Sub,-12379,Entity_719,Rent Transaction,Cash,Sales,Cape Town,2026-02,0,12379
301061,2026-02-28,Card,Expense,Utilities,Utilities Sub,-9799,Entity_603,Utilities Transaction,Card,Operations,Cape Town,2026-02,0,9799
301062,2026-02-20,Card,Expense,Sales,Sales Sub,-8737,Entity_672,Sales Transaction,Cash,Admin,Cape Town,2026-02,0,8737
301063,2026-02-23,Business,Income,Rent,Rent Sub,6908,Entity_424,Rent Transaction,Card,Operations,Pretoria,2026-02,6908,0
301064,2026-02-18,Business,Expense,Travel,Travel Sub,-6621,Entity_655,Travel Transaction,Eft,Admin,Cape Town,2026-02,0,6621
301065,2026-03-11,Business,Income,Software,Software Sub,13671,Entity_504,Software Transaction,Cash,Operations,Durban,2026-03,13671,0
301066,2026-01-24,Business,Income,Travel,Travel Sub,5884,Entity_711,Travel Transaction,Eft,Operations,Cape Town,2026-01,5884,0
301067,2026-01-29,Business,Expense,Marketing,Marketing Sub,-1793,Entity_652,Marketing Transaction,Eft,Sales,Cape Town,2026-01,0,1793
301068,2026-02-09,Card,Income,Utilities,Utilities Sub,6000,Entity_129,Utilities Transaction,Eft,Operations,Pretoria,2026-02,6000,0
301069,2026-02-06,Business,Expense,Utilities,Utilities Sub,-16421,Entity_822,Utilities Transaction,Cash,Admin,Johannesburg,2026-02,0,16421
301070,2026-01-14,Business,Expense,Utilities,Utilities Sub,-5225,Entity_448,Utilities Transaction,Card,Sales,Cape Town,2026-01,0,5225
301071,2026-02-17,Business,Income,Utilities,Utilities Sub,11980,Entity_213,Utilities Transaction,Card,Admin,Pretoria,2026-02,11980,0
301072,2026-02-08,Card,Expense,Consulting,Consulting Sub,-15810,Entity_968,Consulting Transaction,Card,Operations,Johannesburg,2026-02,0,15810
301073,2026-03-08,Business,Income,Rent,Rent Sub,18590,Entity_618,Rent Transaction,Card,Sales,Pretoria,2026-03,18590,0
301074,2026-02-03,Business,Income,Software,Software Sub,6806,Entity_259,Software Transaction,Cash,Operations,Cape Town,2026-02,6806,0
301075,2026-01-01,Card,Income,Sales,Sales Sub,3287,Entity_337,Sales Transaction,Eft,Admin,Durban,2026-01,3287,0
301076,2026-03-27,Card,Income,Consulting,Consulting Sub,16452,Entity_879,Consulting Transaction,Cash,Admin,Cape Town,2026-03,16452,0
301077,2026-01-17,Card,Expense,Rent,Rent Sub,-7441,Entity_345,Rent Transaction,Eft,Sales,Pretoria,2026-01,0,7441
301078,2026-03-28,Business,Income,Marketing,Marketing Sub,11878,Entity_718,Marketing Transaction,Card,Sales,Johannesburg,2026-03,11878,0
301079,2026-01-01,Card,Expense,Marketing,Marketing Sub,-3348,Entity_300,Marketing Transaction,Card,Sales,Cape Town,2026-01,0,3348
301080,2026-03-05,Card,Expense,Consulting,Consulting Sub,-9928,Entity_828,Consulting Transaction,Card,Admin,Johannesburg,2026-03,0,9928
301081,2026-01-17,Card,Expense,Marketing,Marketing Sub,-16409,Entity_55,Marketing Transaction,Eft,Admin,Durban,2026-01,0,16409
301082,2026-02-02,Card,Expense,Marketing,Marketing Sub,-15072,Entity_695,Marketing Transaction,Card,Operations,Cape Town,2026-02,0,15072
301083,2026-02-25,Card,Income,Marketing,Marketing Sub,17228,Entity_48,Marketing Transaction,Eft,Admin,Johannesburg,2026-02,17228,0
301084,2026-01-30,Business,Expense,Rent,Rent Sub,-17016,Entity_798,Rent Transaction,Card,Sales,Pretoria,2026-01,0,17016
301085,2026-02-17,Business,Expense,Marketing,Marketing Sub,-8038,Entity_902,Marketing Transaction,Card,Admin,Durban,2026-02,0,8038
301086,2026-03-13,Business,Expense,Sales,Sales Sub,-17986,Entity_181,Sales Transaction,Eft,Admin,Cape Town,2026-03,0,17986
301087,2026-01-07,Card,Expense,Rent,Rent Sub,-3544,Entity_666,Rent Transaction,Eft,Admin,Johannesburg,2026-01,0,3544
301088,2026-01-02,Card,Income,Utilities,Utilities Sub,14571,Entity_692,Utilities Transaction,Eft,Sales,Cape Town,2026-01,14571,0
301089,2026-01-19,Business,Income,Utilities,Utilities Sub,7543,Entity_79,Utilities Transaction,Cash,Operations,Johannesburg,2026-01,7543,0
301090,2026-02-22,Card,Income,Marketing,Marketing Sub,3001,Entity_281,Marketing Transaction,Cash,Admin,Cape Town,2026-02,3001,0
301091,2026-03-26,Card,Income,Rent,Rent Sub,12636,Entity_639,Rent Transaction,Card,Sales,Johannesburg,2026-03,12636,0
301092,2026-03-01,Business,Expense,Consulting,Consulting Sub,-19345,Entity_209,Consulting Transaction,Card,Operations,Durban,2026-03,0,19345
301093,2026-02-18,Card,Income,Software,Software Sub,10190,Entity_599,Software Transaction,Cash,Admin,Johannesburg,2026-02,10190,0
301094,2026-01-20,Card,Expense,Sales,Sales Sub,-19155,Entity_338,Sales Transaction,Eft,Operations,Durban,2026-01,0,19155
301095,2026-02-25,Business,Expense,Marketing,Marketing Sub,-14866,Entity_403,Marketing Transaction,Eft,Sales,Cape Town,2026-02,0,14866
301096,2026-03-30,Card,Income,Consulting,Consulting Sub,14595,Entity_101,Consulting Transaction,Card,Operations,Pretoria,2026-03,14595,0
301097,2026-03-11,Business,Expense,Travel,Travel Sub,-5998,Entity_449,Travel Transaction,Card,Sales,Cape Town,2026-03,0,5998
301098,2026-01-09,Card,Income,Travel,Travel Sub,1494,Entity_76,Travel Transaction,Card,Operations,Pretoria,2026-01,1494,0
301099,2026-01-06,Card,Expense,Rent,Rent Sub,-7240,Entity_403,Rent Transaction,Card,Sales,Johannesburg,2026-01,0,7240
301100,2026-03-18,Card,Expense,Travel,Travel Sub,-17311,Entity_700,Travel Transaction,Eft,Sales,Cape Town,2026-03,0,17311
301101,2026-03-06,Card,Income,Sales,Sales Sub,840,Entity_600,Sales Transaction,Card,Admin,Cape Town,2026-03,840,0
301102,2026-02-24,Business,Expense,Sales,Sales Sub,-4902,Entity_378,Sales Transaction,Card,Admin,Cape Town,2026-02,0,4902
301103,2026-03-15,Card,Income,Travel,Travel Sub,1240,Entity_785,Travel Transaction,Eft,Admin,Pretoria,2026-03,1240,0
301104,2026-02-09,Card,Expense,Sales,Sales Sub,-7517,Entity_262,Sales Transaction,Eft,Sales,Durban,2026-02,0,7517
301105,2026-01-30,Business,Expense,Marketing,Marketing Sub,-17293,Entity_508,Marketing Transaction,Cash,Sales,Johannesburg,2026-01,0,17293
301106,2026-01-24,Card,Income,Travel,Travel Sub,5748,Entity_178,Travel Transaction,Eft,Operations,Pretoria,2026-01,5748,0
301107,2026-01-30,Business,Expense,Marketing,Marketing Sub,-18721,Entity_676,Marketing Transaction,Eft,Admin,Johannesburg,2026-01,0,18721
301108,2026-03-27,Card,Income,Travel,Travel Sub,15242,Entity_237,Travel Transaction,Card,Sales,Cape Town,2026-03,15242,0
301109,2026-03-17,Business,Income,Utilities,Utilities Sub,12044,Entity_343,Utilities Transaction,Card,Admin,Cape Town,2026-03,12044,0
301110,2026-02-05,Card,Income,Marketing,Marketing Sub,663,Entity_535,Marketing Transaction,Eft,Operations,Cape Town,2026-02,663,0
301111,2026-03-18,Card,Income,Rent,Rent Sub,2089,Entity_694,Rent Transaction,Card,Admin,Johannesburg,2026-03,2089,0
301112,2026-01-17,Business,Expense,Travel,Travel Sub,-8990,Entity_93,Travel Transaction,Eft,Operations,Cape Town,2026-01,0,8990
301113,2026-02-11,Card,Expense,Travel,Travel Sub,-8324,Entity_411,Travel Transaction,Card,Admin,Durban,2026-02,0,8324
301114,2026-01-03,Business,Income,Software,Software Sub,3923,Entity_722,Software Transaction,Card,Admin,Pretoria,2026-01,3923,0
301115,2026-01-11,Business,Expense,Rent,Rent Sub,-10605,Entity_484,Rent Transaction,Card,Operations,Pretoria,2026-01,0,10605
301116,2026-03-09,Business,Income,Marketing,Marketing Sub,732,Entity_27,Marketing Transaction,Eft,Operations,Pretoria,2026-03,732,0
301117,2026-01-29,Business,Income,Sales,Sales Sub,19592,Entity_454,Sales Transaction,Cash,Admin,Cape Town,2026-01,19592,0
301118,2026-02-09,Business,Income,Sales,Sales Sub,12431,Entity_381,Sales Transaction,Card,Admin,Cape Town,2026-02,12431,0
301119,2026-01-20,Card,Income,Marketing,Marketing Sub,9703,Entity_253,Marketing Transaction,Cash,Sales,Durban,2026-01,9703,0
301120,2026-03-28,Business,Income,Software,Software Sub,11571,Entity_246,Software Transaction,Card,Admin,Cape Town,2026-03,11571,0
301121,2026-01-18,Card,Expense,Travel,Travel Sub,-18653,Entity_991,Travel Transaction,Eft,Sales,Pretoria,2026-01,0,18653
301122,2026-02-08,Card,Expense,Travel,Travel Sub,-4497,Entity_405,Travel Transaction,Card,Sales,Pretoria,2026-02,0,4497
301123,2026-02-04,Business,Income,Utilities,Utilities Sub,6340,Entity_656,Utilities Transaction,Cash,Admin,Cape Town,2026-02,6340,0
301124,2026-02-18,Card,Expense,Consulting,Consulting Sub,-17188,Entity_146,Consulting Transaction,Eft,Operations,Cape Town,2026-02,0,17188
301125,2026-01-30,Business,Expense,Marketing,Marketing Sub,-1942,Entity_192,Marketing Transaction,Eft,Sales,Cape Town,2026-01,0,1942
301126,2026-01-14,Business,Expense,Rent,Rent Sub,-12042,Entity_492,Rent Transaction,Card,Admin,Cape Town,2026-01,0,12042
301127,2026-02-18,Card,Income,Consulting,Consulting Sub,14702,Entity_794,Consulting Transaction,Eft,Admin,Johannesburg,2026-02,14702,0
301128,2026-03-12,Card,Expense,Software,Software Sub,-4162,Entity_235,Software Transaction,Cash,Operations,Durban,2026-03,0,4162
301129,2026-03-24,Business,Income,Travel,Travel Sub,469,Entity_712,Travel Transaction,Eft,Sales,Cape Town,2026-03,469,0
301130,2026-03-10,Card,Income,Marketing,Marketing Sub,12537,Entity_431,Marketing Transaction,Card,Operations,Durban,2026-03,12537,0
301131,2026-03-20,Card,Income,Rent,Rent Sub,13671,Entity_170,Rent Transaction,Eft,Operations,Durban,2026-03,13671,0
301132,2026-03-02,Card,Expense,Rent,Rent Sub,-343,Entity_546,Rent Transaction,Card,Operations,Cape Town,2026-03,0,343
301133,2026-03-06,Business,Income,Marketing,Marketing Sub,4615,Entity_501,Marketing Transaction,Eft,Sales,Pretoria,2026-03,4615,0
301134,2026-01-29,Business,Income,Sales,Sales Sub,19731,Entity_874,Sales Transaction,Card,Operations,Johannesburg,2026-01,19731,0
301135,2026-01-21,Card,Expense,Travel,Travel Sub,-13199,Entity_104,Travel Transaction,Eft,Operations,Cape Town,2026-01,0,13199
301136,2026-01-12,Card,Expense,Software,Software Sub,-16142,Entity_692,Software Transaction,Cash,Admin,Cape Town,2026-01,0,16142
301137,2026-02-15,Business,Income,Marketing,Marketing Sub,1914,Entity_728,Marketing Transaction,Card,Operations,Durban,2026-02,1914,0
301138,2026-03-12,Card,Expense,Sales,Sales Sub,-14598,Entity_926,Sales Transaction,Card,Sales,Pretoria,2026-03,0,14598
301139,2026-02-16,Card,Income,Rent,Rent Sub,6805,Entity_958,Rent Transaction,Card,Admin,Durban,2026-02,6805,0
301140,2026-02-25,Business,Income,Travel,Travel Sub,5105,Entity_376,Travel Transaction,Card,Sales,Cape Town,2026-02,5105,0
301141,2026-03-06,Business,Expense,Rent,Rent Sub,-7580,Entity_377,Rent Transaction,Card,Admin,Pretoria,2026-03,0,7580
301142,2026-03-25,Business,Income,Marketing,Marketing Sub,17496,Entity_105,Marketing Transaction,Cash,Admin,Johannesburg,2026-03,17496,0
301143,2026-03-30,Business,Income,Consulting,Consulting Sub,12759,Entity_898,Consulting Transaction,Card,Operations,Cape Town,2026-03,12759,0
301144,2026-01-11,Business,Expense,Sales,Sales Sub,-17606,Entity_230,Sales Transaction,Eft,Operations,Pretoria,2026-01,0,17606
301145,2026-03-28,Business,Expense,Software,Software Sub,-2671,Entity_798,Software Transaction,Cash,Sales,Cape Town,2026-03,0,2671
301146,2026-03-02,Business,Expense,Consulting,Consulting Sub,-10967,Entity_668,Consulting Transaction,Card,Admin,Pretoria,2026-03,0,10967
301147,2026-02-06,Business,Income,Consulting,Consulting Sub,1301,Entity_665,Consulting Transaction,Eft,Sales,Pretoria,2026-02,1301,0
301148,2026-03-25,Business,Income,Marketing,Marketing Sub,10391,Entity_224,Marketing Transaction,Cash,Sales,Cape Town,2026-03,10391,0
301149,2026-01-22,Business,Expense,Sales,Sales Sub,-13268,Entity_943,Sales Transaction,Eft,Operations,Johannesburg,2026-01,0,13268
301150,2026-02-11,Business,Expense,Software,Software Sub,-7876,Entity_333,Software Transaction,Card,Operations,Johannesburg,2026-02,0,7876
301151,2026-01-19,Card,Expense,Utilities,Utilities Sub,-12918,Entity_124,Utilities Transaction,Cash,Admin,Durban,2026-01,0,12918
301152,2026-01-06,Business,Income,Software,Software Sub,11048,Entity_786,Software Transaction,Card,Sales,Pretoria,2026-01,11048,0
301153,2026-03-24,Card,Income,Consulting,Consulting Sub,2172,Entity_147,Consulting Transaction,Eft,Sales,Johannesburg,2026-03,2172,0
301154,2026-03-03,Card,Income,Sales,Sales Sub,19923,Entity_28,Sales Transaction,Card,Operations,Johannesburg,2026-03,19923,0
301155,2026-03-16,Card,Income,Utilities,Utilities Sub,8399,Entity_843,Utilities Transaction,Card,Operations,Cape Town,2026-03,8399,0
301156,2026-03-07,Card,Income,Software,Software Sub,1238,Entity_662,Software Transaction,Eft,Operations,Cape Town,2026-03,1238,0
301157,2026-01-31,Card,Expense,Marketing,Marketing Sub,-1134,Entity_402,Marketing Transaction,Eft,Sales,Cape Town,2026-01,0,1134
301158,2026-02-15,Business,Expense,Marketing,Marketing Sub,-14511,Entity_272,Marketing Transaction,Eft,Admin,Cape Town,2026-02,0,14511
301159,2026-03-08,Business,Expense,Consulting,Consulting Sub,-1456,Entity_256,Consulting Transaction,Cash,Admin,Cape Town,2026-03,0,1456
301160,2026-01-14,Card,Income,Rent,Rent Sub,15736,Entity_892,Rent Transaction,Card,Operations,Cape Town,2026-01,15736,0
301161,2026-02-09,Business,Expense,Marketing,Marketing Sub,-7380,Entity_885,Marketing Transaction,Card,Sales,Pretoria,2026-02,0,7380
301162,2026-01-06,Card,Income,Rent,Rent Sub,11078,Entity_227,Rent Transaction,Card,Sales,Cape Town,2026-01,11078,0
301163,2026-03-14,Business,Expense,Rent,Rent Sub,-16010,Entity_531,Rent Transaction,Card,Sales,Durban,2026-03,0,16010
301164,2026-02-10,Business,Income,Marketing,Marketing Sub,15951,Entity_650,Marketing Transaction,Eft,Admin,Johannesburg,2026-02,15951,0
301165,2026-02-10,Business,Expense,Sales,Sales Sub,-19271,Entity_882,Sales Transaction,Card,Admin,Durban,2026-02,0,19271
301166,2026-03-20,Card,Income,Travel,Travel Sub,15662,Entity_13,Travel Transaction,Eft,Admin,Durban,2026-03,15662,0
